V30,V66,V36
1,0,4
0,90,0
0,0,9
0,0,0
1,5,0
0,1,68
1,0,0
0,1,7
0,4,2
0,0,0
0,0,1
1,0,0
0,1,0
0,0,5
0,1,2
0,0,0
1,2,11
0,0,17
1,6,2
0,1,0
0,0,0
0,147,0
0,1,1
0,144,2
3,90,0
0,4,0
2,0,2
0,0,0
0,1,21
0,2,4
0,0,6
0,1,0
0,0,0
0,0,0
0,2,1
0,1,27
1,0,2
0,3,1
1,143,0
22,0,4
0,0,544
0,0,0
0,6,0
0,51,16
0,0,179
0,1,0
0,1,0
0,0,0
0,0,0
0,0,22
0,0,0
0,21,131
2,0,0
0,101,0
1,0,20
0,0,0
0,0,5
1,0,0
1,1,1
0,0,0
0,1,0
0,0,0
0,2,0
0,0,13
0,0,5
0,1,1
0,0,0
61,2691,1001
0,0,1
0,0,0
0,0,1
2,1,237
2,0,0
1,0,10
1,0,3
0,1,3
0,1,2
0,60,2
1,0,4
0,3,73
0,0,3
0,1,2
0,0,0
0,22,0
0,0,0
0,0,0
1,0,0
0,2,1
0,0,1
1,0,16
0,1,3
2,160,13
0,28,1
1,0,0
0,0,733
0,21,0
1,4,6
1,2,1
0,47,17
1,0,0
1,0,1
0,3,0
0,28,3
0,45,8
1,5,0
1,0,0
0,0,0
0,0,46
0,0,0
1,484,2
0,0,7
0,92,14
2,2065,0
0,0,10
0,0,1
0,0,2
0,0,0
0,0,1
0,170,0
0,1,0
