"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
498,475,3552,18,74,185,5,24,167,2
0,0,5000,0,0,0,0,0,0,0
0,0,1339,0,0,0,0,0,3661,0
0,0,1,0,0,0,0,0,4999,0
0,4995,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4966,34,0
0,4776,0,0,1,0,0,223,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,263,0,0,0,0,4736,1,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,5000,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
1,2479,0,1,0,0,2510,6,3,0
0,0,0,0,0,0,0,5000,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,3649,0,1351,0,0,0,0,0
0,0,0,0,4983,0,0,0,17,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,5000,0,0,0
93,4524,8,233,13,23,28,33,10,35
167,446,160,173,159,180,144,156,3251,164
0,0,0,0,3,4997,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,2,249,4678,0,0,41,2,28,0
0,0,0,0,0,0,5000,0,0,0
0,0,5000,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
4999,0,0,0,0,0,0,1,0,0
5,4992,0,0,0,0,0,3,0,0
