"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
3585,0,0,0,0,0,0,0,1411,4
0,1,0,0,0,4998,0,1,0,0
0,4375,0,0,11,0,6,0,608,0
8,82,17,27,230,26,4495,20,8,87
1,0,0,0,0,0,0,0,0,4999
0,0,0,5000,0,0,0,0,0,0
1294,0,0,0,0,0,3706,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,3672,0,0,0,0,0,0,1328
0,0,1,0,0,2465,0,0,4,2530
0,0,0,0,228,0,4767,5,0,0
2,2443,20,0,1,19,0,0,2401,114
8,79,553,4018,9,74,0,21,34,204
4760,0,0,0,0,0,0,0,240,0
12,4,5,1315,5,12,3558,12,75,2
2,0,0,0,0,0,0,0,0,4998
0,0,0,0,0,0,0,0,3667,1333
0,0,0,0,0,0,0,5000,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,3,0,1319,0,1,0,3677
0,0,0,0,4998,0,0,2,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
10,47,17,0,2,107,2033,716,5,2063
0,1352,0,0,0,3648,0,0,0,0
1,1,0,3,0,4392,0,0,603,0
0,0,5000,0,0,0,0,0,0,0
1,0,3,33,0,4924,4,0,0,35
