"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
3,3,1015,2794,0,0,136,0,1049,0
234,12,1,0,1,0,0,4750,0,2
0,0,0,0,0,0,0,5000,0,0
0,0,1322,0,24,0,2,29,3622,1
5000,0,0,0,0,0,0,0,0,0
29,0,10,0,4927,0,0,0,34,0
0,6,3647,0,0,15,1326,0,6,0
0,0,0,0,0,0,0,0,0,5000
12,3,0,4969,0,13,0,1,1,1
0,4997,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,5000,0
0,0,41,0,0,0,0,0,4959,0
6,0,0,0,0,4994,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
5000,0,0,0,0,0,0,0,0,0
1,0,0,221,2,0,0,11,4765,0
0,0,0,0,0,5000,0,0,0,0
3603,0,1397,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,4974,0,0,0,24,0,0,0,2
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,5000,0,0,0
0,6,0,0,0,4994,0,0,0,0
0,2,251,1,0,0,0,4745,1,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,5000,0,0,0,0
4977,1,0,0,6,5,0,11,0,0
0,0,5000,0,0,0,0,0,0,0
