V43,V12,V9
0,348,3
0,0,191
148,932,149
0,7,27
0,2,3
2,2,1
7,17,9
0,1,6
3,8,1
3,21,7
36,50,0
9,23,0
2,1,0
0,3,2
439,1268,1238
0,1,1
3,0,278
21,0,0
0,54,0
1,0,5
10,27,0
1,0,3
2,52,0
1,3,3
8,0,370
0,76,90
0,1,0
64,7,21
4,0,4
11,117,12
0,0,3
6,6,1
1,1,5
3,3,46
1,6,107
3,39,1
0,5,1
0,3,0
0,43,0
1,0,0
0,14,1
3,1,49
1,0,4
5,5,35
8,0,0
1,279,0
14,142,113
0,11,0
4,7,1
60,0,10
0,1,58
2,1,0
0,7,1
0,7,1
1,1,207
0,20,0
205,231,0
23,11,1
4,545,0
0,1,11
0,745,2
2,0,0
68,0,14
0,25,29
0,6,16
1,50,0
3,1,3
20,0,0
15,10,0
2,55,88
1,0,14
0,2,0
15,92,2
9,0,0
5,1,161
21,393,14
3,2,0
0,2,2
1,0,0
88,110,5
3,4,0
0,0,692
18,1,3
0,1,70
0,0,3
250,4,9
4,115,0
0,111,316
1,1,1
19,19,1
12,35,0
34,16,1
0,99,2
0,11,6
3,15,0
0,0,9
0,1,1
2,4,243
1,76,18
2,11,1
1,31,4
353,4,310
0,0,1
3,94,0
1,0,0
1,0,2
4,0,287
1,2,63
0,0,0
1,47,390
0,21,141
1,13,81
2,2,3
21,3,9
4,0,3
0,3,0
3,0,0
1,275,11
4,8,168
0,3,0
