V25,V24,V37,V13,V30,V9
0,0,0,0,0,0
1,0,1,0,1,1
1,1,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,1
0,1,0,1,0,0
1,2,0,1,1,1
0,0,0,0,0,0
5,6,8,2,6,5
2,1,2,0,1,1
1,0,0,0,2,1
0,0,0,0,0,1
0,0,0,0,0,1
0,1,0,1,0,1
0,0,1,0,0,0
1,1,1,0,1,1
1,1,1,0,0,1
0,1,2,0,1,0
0,3,7,2,1,1
0,0,2,0,0,0
0,1,0,0,1,0
3,0,0,0,0,0
1,1,1,0,4,2
1,0,0,1,0,0
1,1,1,2,0,0
0,0,0,1,0,0
0,0,0,0,1,0
0,1,1,1,0,0
1,0,2,1,0,0
0,1,0,0,1,0
2,2,2,2,2,1
1,2,3,1,0,1
0,1,0,0,0,0
1,1,0,0,0,1
2,3,0,2,0,2
1,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
2,2,0,0,0,4
0,0,0,0,0,0
10,9,6,12,6,9
0,2,1,0,0,0
1,0,0,0,1,0
4,6,2,3,2,2
1,1,1,1,1,0
0,0,1,0,0,0
1,1,2,0,1,1
0,0,0,0,0,0
0,0,1,0,0,1
1,1,0,1,1,0
0,1,1,0,1,0
0,0,0,0,0,1
0,2,0,0,0,0
2,0,1,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
1,0,0,1,1,1
0,0,0,1,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,1
0,0,0,0,0,0
1,0,0,0,0,0
2,1,0,0,1,0
0,1,0,1,0,0
0,0,0,1,1,0
0,0,0,1,0,0
1,0,0,0,0,1
0,0,1,0,0,0
0,2,1,0,1,0
0,2,0,0,0,1
0,0,0,1,0,1
0,1,2,0,0,2
2,0,1,2,0,0
0,0,2,1,0,1
1,0,0,0,0,1
