V9,V29,V20,V6,V8
0,0,1,0,17
0,1,6,0,196
2,2,0,0,274
1,1,21,2,991
1,2,30,3,22
3,3,1,3,6
0,0,0,1,41
6,3,1969,5,15
0,0,0,2,0
0,0,3,0,0
1,0,1,0,928
1,0,21,0,5
1,0,4,0,0
5,11,5,3,3760
0,0,1,0,0
0,0,3,0,0
0,1,395,0,0
0,1,0,0,0
1,1,5,1,81
0,0,1,0,119
0,0,7,0,17
0,1,0,0,42
0,0,45,0,2455
0,1,0,0,6
3,1,10,1,1
0,1,5,1,3
0,0,0,0,2
0,0,3,0,151
1,0,0,1,0
4,0,7,0,3
1,0,1,0,1
0,0,8,0,3
1,3,0,1,945
2,1,0,2,5
2,2,0,1,9
0,0,0,0,0
0,1,1,0,0
0,0,2,0,6
1,0,60,0,154
1,0,2,2,0
1,0,0,1,74
0,0,0,2,1
0,0,0,0,10
0,0,162,0,1
3,1,2,5,0
0,0,24,0,0
0,1,3,4,30
0,0,1,0,7
0,1,31,0,16
2,0,0,1,0
