V9,V30,V24,V37,V25,V40
1,0,2,3,1,100
0,2,1,1,0,2
1,2,1,1,2,4
0,0,0,0,0,26
0,1,1,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,2,1,3,3,5
0,0,0,1,0,1
0,1,1,0,0,885
0,0,0,0,2,1
0,1,1,1,0,20
0,1,0,0,0,0
0,0,1,0,0,0
1,0,0,0,1,0
0,0,1,1,0,0
1,1,0,1,0,0
1,1,2,0,2,1
3,1,1,2,2,95
0,0,0,0,0,19
2,3,2,5,3,5
2,0,0,0,1,0
0,2,1,3,1,3
1,0,0,0,0,1
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
1,0,0,0,0,0
2,1,1,2,1,1256
0,0,1,1,0,1
1,1,3,2,1,1
0,0,2,2,2,1
0,0,0,0,0,0
0,0,2,1,1,2
5,5,6,6,1,7
0,4,1,2,1,2
5,5,4,5,7,5
0,0,0,0,1,1
1,0,1,1,5,1
0,0,1,1,0,0
1,0,0,0,0,3
0,0,1,1,0,0
0,1,0,0,0,5
0,0,0,0,0,1
0,0,0,1,1,1
0,0,2,1,0,0
2,0,1,3,1,1
0,0,2,1,1,1
0,3,1,3,2,1
0,1,0,0,0,1
4,2,3,2,4,17
1,0,2,0,0,1
0,1,1,0,0,0
0,0,0,0,0,87
1,1,0,0,0,0
0,0,0,0,0,256
2,4,4,3,2,0
1,0,0,0,0,23
1,2,2,2,0,2
21,13,11,15,12,2039
1,0,0,0,0,85
1,0,0,0,1,1
0,2,2,0,1,1338
1,0,4,0,2,7
2,0,1,2,0,3
0,0,0,0,1,0
0,0,0,0,0,2
0,0,0,1,0,0
0,0,1,1,1,45
1,1,1,0,2,1
0,2,1,0,1,0
0,0,1,1,0,0
1,0,0,2,1,0
0,1,0,0,0,1
0,1,0,1,0,9
1,0,0,1,1,23
1,0,0,1,0,2
0,0,0,0,0,1
0,0,0,1,0,0
0,1,1,0,0,2
