V37,V24,V30,V13
1,1,0,0
0,0,1,0
1,2,1,0
1,0,0,0
0,0,0,0
0,1,1,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,2
6,4,2,4
0,1,0,0
0,0,0,0
0,0,0,0
0,0,0,1
0,0,0,0
1,0,1,1
0,0,1,0
2,0,2,0
1,1,0,0
1,0,0,0
0,0,0,0
0,1,0,0
0,0,1,0
0,1,0,0
2,1,1,0
0,0,0,0
0,0,0,2
2,1,1,0
0,1,0,0
0,0,0,1
0,0,1,0
0,0,1,0
0,0,0,0
0,0,0,0
1,1,1,2
0,0,0,1
0,0,0,0
0,1,1,0
1,0,2,1
0,0,0,0
0,1,0,0
0,1,1,0
0,0,2,1
0,2,0,1
0,0,0,1
0,1,0,1
0,1,0,0
0,0,1,1
1,0,1,0
0,0,0,0
4,1,5,3
0,0,0,0
1,0,0,0
0,0,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,1
0,1,0,1
0,1,1,0
1,0,1,0
1,0,0,0
2,0,2,0
0,1,0,0
0,0,0,1
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
1,0,1,1
0,1,0,0
0,0,0,0
0,0,0,0
0,0,1,1
0,1,1,0
3,2,0,3
1,0,0,0
0,0,0,0
0,0,2,0
