"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,14,4,16,0,0,0,0,4966,0
0,4911,0,0,0,89,0,0,0,0
161,178,1134,1169,164,420,61,1206,62,445
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,5000,0,0,0,0
6,224,35,10,30,4514,3,29,75,74
0,0,0,0,0,0,0,5000,0,0
241,4722,0,0,0,1,36,0,0,0
0,0,9,0,2322,325,0,5,1,2338
3568,7,2,4,26,25,0,4,1,1363
0,0,0,0,0,0,0,5000,0,0
2213,0,37,33,2,2341,306,54,14,0
0,1,1,1,4,4,1,0,4397,591
906,123,55,338,18,54,15,2496,34,961
1,0,0,0,0,0,9,4889,0,101
15,20,32,167,67,4,82,1250,3,3360
0,0,0,0,0,0,0,4998,0,2
8,0,0,0,1,0,0,4978,0,13
389,46,52,136,119,50,2779,998,58,373
0,0,0,0,5000,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,4955,0,45,0,0,0
1,1,0,0,0,4989,0,1,8,0
2,4,12,5,4888,8,13,39,3,26
0,1,0,0,0,0,1,4998,0,0
321,852,41,46,312,116,878,27,2296,111
0,2547,0,1,0,0,0,0,2452,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,5000,0,0,0,0
