V30,V6,V5
0,0,0
0,40,6
0,0,0
0,0,0
0,0,1
0,0,371
0,0,8
0,0,1
0,0,4
0,3,329
184,1202,1325
0,0,1
0,1,1
0,256,42
1,1,672
0,60,5
0,1,5
0,0,2
0,0,2
0,1,2
0,7,0
1,0,0
0,0,0
0,8,7
0,137,1
0,0,0
0,0,1
0,0,0
0,3,59
0,1044,52
0,56,2
0,0,17
1,0,0
0,0,4
0,1,5
0,96,2
0,25,234
0,0,0
0,6,1
0,1,1
0,0,3
1,1,1014
0,0,0
0,0,0
0,3,1
1,0,0
1,1,3
2,35,0
0,1,5
0,36,9
0,235,13
0,0,380
1,1,1
0,997,122
1,1,3
0,0,120
0,0,0
0,564,7
1,5,0
0,0,226
0,0,0
0,32,4
1,14,2
0,5,4
1,0,142
0,1,274
0,127,4
0,2,3
0,0,0
0,0,558
1,0,5
0,0,10
0,0,0
1,0,379
0,1,388
0,0,0
0,955,1
0,0,0
2,2,31
0,107,0
0,2,31
1,40,1
0,0,0
0,2,2
0,63,0
1,0,2
0,0,0
1,1,1
1,1,4
0,0,2
0,0,0
0,0,1
0,0,28
0,0,9
0,0,0
0,0,0
0,3,0
0,2,10
0,0,1
0,2,178
0,1,320
0,1,2
0,6,231
0,1,131
0,0,102
0,2,2
0,5,0
0,3,222
0,0,5
0,5,2
0,0,0
0,0,2
0,7,25
0,659,16
0,2,1
0,0,1
0,0,0
0,0,0
0,0,463
0,24,0
