"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.59717666161548,0,-0.526906744543325,0,-0.15784611036713,0,0,0,-0.563644747613029,-0.266962689657471
0,1.7926030102984,0,-0.164898987640548,-0.574996403996313,-0.20279702119219,-0.233758234699601,-0.51924153975788,-0.072832962064393,0
-0.526906744543325,0,2.08282102484019,0,0,-0.155933462952266,0,-0.276216773734886,0.0901914560491485,-0.934928044766454
0,-0.164898987640548,0,1.70875139445545,0,-0.624463945004999,-0.00335620364427523,-0.058432500712862,0,-0.419829235140022
-0.15784611036713,-0.574996403996313,0,0,1.31603935211271,-0.120180884658381,0.0558961241911404,0,0,0.0801161689358139
0,-0.20279702119219,-0.155933462952266,-0.624463945004999,-0.120180884658381,2.86612397834498,-0.308614517890891,-0.537956255349444,-0.016495963517977,-1.11885196263818
0,-0.233758234699601,0,-0.00335620364427523,0.0558961241911404,-0.308614517890891,1.38855705575214,0,0.051218576499591,-0.347130591788937
0,-0.51924153975788,-0.276216773734886,-0.058432500712862,0,-0.537956255349444,0,1.72515249007464,0,0
-0.563644747613029,-0.072832962064393,0.0901914560491485,0,0,-0.016495963517977,0.051218576499591,0,1.21866052447049,0.225584259182579
-0.266962689657471,0,-0.934928044766454,-0.419829235140022,0.0801161689358139,-1.11885196263818,-0.347130591788937,0,0.225584259182579,2.93542112049192
