"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.81014726797745,0,0,-0.711556442376339,0,-0.485629590287053,-0.267720153191445,0,-0.00706083566391015,-0.00226793587978758
0,1.52736679210111,-0.787739498478852,0,0,0,0,0,0.189155129509831,-0.285570390032848
0,-0.787739498478852,3.44126101074951,-0.242759601760354,0,0,-0.929717758080597,-1.60517599269466,0,-0.238832582348166
-0.711556442376339,0,-0.242759601760354,1.71516480595395,-0.0485321080608077,-0.122225277050271,0,-0.268369937957046,0,0
0,0,0,-0.0485321080608077,1.95651173867218,-0.863586507132188,0,-0.0262287983353006,0,-0.709109729181135
-0.485629590287053,0,0,-0.122225277050271,-0.863586507132188,2.7210702049804,-0.74284490656679,0,-0.598369104958781,-0.093497132063371
-0.267720153191445,0,-0.929717758080597,0,0,-0.74284490656679,2.55176555337111,0,-0.609258170291972,0
0,0,-1.60517599269466,-0.268369937957046,-0.0262287983353006,0,0,2.3289881256667,0,0
-0.00706083566391015,0.189155129509831,0,0,0,-0.598369104958781,-0.609258170291972,0,1.67090386083292,0
-0.00226793587978758,-0.285570390032848,-0.238832582348166,0,-0.709109729181135,-0.093497132063371,0,0,0,1.65511531220692
