V30,V13,V25,V14
1,0,0,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,5
0,0,0,38
0,0,0,4
0,0,0,5
0,0,1,0
0,1,0,45
1,0,2,3
1,0,1,0
0,0,0,1
0,1,0,6
0,1,3,42
0,0,0,1
0,0,0,0
0,0,0,54
0,0,0,6
0,0,0,0
0,1,0,0
1,2,2,8
0,0,0,0
0,0,0,0
2,0,0,37
1,0,0,2
0,0,0,15
0,0,0,4
0,0,0,0
1,0,0,3
0,0,0,1
1,0,1,1
1,0,1,6
0,0,1,0
1,0,0,1
1,2,4,5
0,0,0,2
0,0,0,1
1,1,1,1
0,0,0,0
0,0,0,3
0,0,3,5
0,1,0,0
1,5,1,1802
0,0,0,5
0,0,0,0
0,1,1,0
0,0,0,1
1,0,0,1
0,0,0,3
0,0,0,0
0,0,1,607
0,0,0,24
0,0,0,9
1,0,0,0
0,0,0,0
0,0,1,3
0,0,0,1
1,0,0,0
0,1,2,428
1,0,3,36
0,0,0,0
0,0,0,1189
0,0,0,1594
1,1,0,96
4,4,3,721
4,2,4,264
1,1,0,0
0,0,1,71
0,0,0,13
1,0,1,7
1,0,0,1
0,0,0,175
0,0,0,0
0,1,0,0
0,0,0,1
0,0,0,212
0,1,1,3
1,0,0,6
