V34,V3,V16
45,0,88
0,64,0
1,5,0
0,3,181
0,0,0
5,3,32
71,64,0
0,35,4
0,0,0
9,2,2
2,113,0
2,132,1
1,0,1
64,56,10
2,830,2
30,0,0
84,0,1
2,248,1
0,124,1
3,8,2
0,3,1
0,0,3
4,0,0
5,3,27
2,4,0
1,5,7
240,1,0
0,0,0
0,0,0
13,4,198
4,2,0
1,0,83
0,0,22
35,0,83
3,26,1
0,0,85
0,0,55
750,0,34
517,1,16
0,6,5
4,11,0
0,1,165
31,96,1
0,5,0
3,0,56
0,1,0
0,1,3
0,0,0
0,1,1
5,1,0
1,0,1458
0,0,0
117,0,15
0,6,0
3,136,5
2,4,0
0,45,1
1,1,0
237,30,0
0,12,0
5,3,16
0,9,7
2,0,3
6,1,52
21,66,7
2,145,0
0,5,1
6,202,106
11,11,194
1,3,4
52,2,2
0,1,0
1,0,1
0,3,11
21,1213,18
9,5,0
1580,1666,1602
1,5,2
2,81,1
4,1,0
