"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,6,4994,0,0,0
0,0,0,0,0,4964,36,0,0,0
25,1003,2621,4,932,354,5,3,4,49
0,0,0,5000,0,0,0,0,0,0
3884,25,9,10,4,14,520,38,494,2
5000,0,0,0,0,0,0,0,0,0
0,0,0,4999,0,1,0,0,0,0
0,2,2,0,5,2,0,8,4405,576
0,0,0,0,5000,0,0,0,0,0
8,0,71,77,88,13,15,9,6,4713
0,0,4999,1,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
3324,467,33,9,400,469,71,173,22,32
45,1,1,0,16,34,0,13,4889,1
0,0,0,0,0,0,1386,0,3614,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,4905,0,95,0,0,0,0
962,50,7,0,1,933,372,20,2600,55
0,16,3,1,8,0,590,0,0,4382
4,34,0,0,0,0,0,4938,1,23
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,597,4403
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,1,0,0,4998,1
0,0,0,0,0,0,0,5000,0,0
0,0,0,231,0,0,0,0,4750,19
0,0,236,4754,0,0,10,0,0,0
9,17,0,35,0,4939,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
