"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,0,0,0,0,0,4997,1,0,1
0,7,0,0,237,1,1,2,0,4752
11,596,24,14,4240,9,15,23,33,35
8,4902,2,0,3,0,1,0,83,1
0,4985,0,0,0,0,15,0,0,0
4998,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,4965,0,0,35,0,0,0,0
5,145,438,57,1140,19,0,3107,19,70
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,5000,0,0,0,0,0,0,0,0
1,172,1,5,3513,1,17,1290,0,0
0,0,5000,0,0,0,0,0,0,0
1,0,0,0,4926,0,73,0,0,0
0,0,0,0,0,5000,0,0,0,0
1,1,4,4921,4,41,0,2,1,25
0,0,0,0,0,0,5000,0,0,0
0,0,5000,0,0,0,0,0,0,0
871,11,336,13,48,2465,48,320,32,856
85,660,1718,1740,83,76,243,69,83,243
0,0,0,4998,0,0,0,0,2,0
1,2,1,2,0,0,2,2,4989,1
0,0,0,0,0,0,0,0,5000,0
0,0,5000,0,0,0,0,0,0,0
80,82,4069,75,27,219,79,79,211,79
98,97,105,858,314,321,846,45,45,2271
0,0,0,0,0,98,0,0,4902,0
1,3601,3,1,1321,0,66,0,4,3
0,0,0,0,0,0,5000,0,0,0
