"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,2410,0,124,7,40,1,2,1,2414
216,11,4424,5,0,232,29,69,9,5
0,0,0,0,0,0,0,5000,0,0
19,6,2,3608,0,0,58,2,0,1305
0,0,16,4984,0,0,0,0,0,0
0,3728,0,0,0,1272,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,0,2,0,4998
1,0,0,4996,0,3,0,0,0,0
14,73,4593,0,2,0,239,0,0,79
19,66,7,7,1,19,3561,1308,4,8
4,7,25,3583,7,28,4,4,0,1338
0,0,0,0,0,4998,0,2,0,0
0,4992,4,0,0,2,0,1,0,1
0,0,0,3,0,0,0,2,4904,91
4,4862,0,87,1,0,2,13,5,26
0,0,13,0,0,1,0,4748,238,0
0,5000,0,0,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
243,1,0,2,4189,552,1,3,9,0
19,19,2870,8,354,1052,376,143,16,143
0,5000,0,0,0,0,0,0,0,0
340,324,2517,46,42,878,316,115,52,370
102,14,8,2075,261,2020,297,113,95,15
532,0,7,5,5,3,73,4324,22,29
2,0,21,3595,57,10,19,2,0,1294
5,4994,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,5000,0,0,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
