"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,1326,0,3674,0
0,0,0,0,0,0,0,0,5000,0
2,87,4,0,1,0,10,0,4887,9
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,1,0,0,0,0,4999,0,0
0,0,5000,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,4996,0,0
0,0,3,0,37,0,0,0,4960,0
104,4800,3,0,1,0,91,0,1,0
0,0,0,0,0,0,0,0,0,5000
4734,0,0,0,3,0,260,3,0,0
0,0,0,4791,0,0,0,0,209,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,4969,0,0,0,0,31,0
0,0,35,4939,0,0,0,0,0,26
0,251,4,0,0,4741,0,4,0,0
0,4990,0,0,0,10,0,0,0,0
0,0,0,0,0,0,4988,12,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,1,0,0,0,4999
0,5000,0,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
4,0,1,0,0,1374,0,3621,0,0
0,3,0,0,0,4997,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
