"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4758,0,0,0,0,241,1,0,0,0
561,0,0,0,4439,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,5000,0,0,0,0
1,2,114,4881,0,0,0,2,0,0
21,197,169,59,502,1319,7,1370,1350,6
0,0,0,0,4,0,0,0,0,4996
0,0,0,0,0,5000,0,0,0,0
0,13,4986,0,0,0,0,0,0,1
2,0,0,4981,0,0,0,14,2,1
5000,0,0,0,0,0,0,0,0,0
73,74,62,172,1189,1195,462,160,1162,451
0,0,2471,2529,0,0,0,0,0,0
0,0,1,1,4437,0,0,7,554,0
0,0,0,0,0,0,0,0,5000,0
29,0,0,0,0,0,0,4971,0,0
0,0,35,0,4961,0,0,3,0,1
8,0,0,4749,0,0,243,0,0,0
0,0,0,0,14,0,0,0,4986,0
0,0,0,0,0,0,0,1409,3591,0
0,0,0,0,0,0,0,5000,0,0
1,1,8,233,4702,36,11,1,7,0
0,0,0,0,0,0,0,4404,0,596
0,0,0,0,0,0,0,5000,0,0
0,0,0,4747,0,229,0,0,24,0
1,1,0,0,15,4751,227,0,3,2
1,13,0,10,67,3,1341,3516,26,23
6,0,0,0,14,0,0,0,4980,0
0,2,0,9,4976,0,0,12,1,0
0,6,77,0,243,0,3,77,4594,0
