"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
138,378,1043,2897,164,63,65,59,148,45
314,340,347,337,873,328,318,903,318,922
25,172,21,21,1254,24,30,3400,25,28
0,4996,2,0,0,0,1,1,0,0
282,798,296,273,313,289,836,792,823,298
70,243,88,37,4419,31,25,28,31,28
201,27,27,26,78,550,32,4015,22,22
12,4276,78,7,35,9,10,558,4,11
302,2383,2285,3,7,0,2,9,9,0
32,0,7,4923,9,3,2,15,3,6
0,17,2,1,10,3,0,4963,4,0
428,423,425,412,418,421,440,1156,443,434
2,15,6,3,4921,6,5,30,3,9
33,182,29,29,1421,1486,36,192,1510,82
35,2,29,200,2,84,3,510,4134,1
5,4867,4,7,5,4,8,96,2,2
584,1544,591,212,223,214,228,562,611,231
144,2610,336,127,353,129,141,908,137,115
0,5,1,0,1,0,1,4378,29,585
1,6,11,1,4869,3,0,91,6,12
4,32,3,6,212,29,36,4627,48,3
23,68,0,0,66,1,3,3520,3,1316
1,2433,1,0,7,0,1,6,0,2551
103,2384,95,126,96,323,114,827,827,105
169,449,150,159,177,165,154,3217,171,189
219,1757,224,203,604,91,71,1688,72,71
8,2317,8,7,11,2244,6,38,325,36
0,307,0,2281,0,2292,0,114,0,6
410,440,443,429,399,455,411,1167,416,430
379,1027,1014,347,377,391,367,393,359,346
