"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
205,1,2,4507,1,29,23,0,1,231
2,2310,2357,0,326,1,0,2,2,0
1011,19,18,2817,17,18,14,12,20,1054
2,4,3,16,241,4717,3,3,5,6
951,121,128,2752,156,332,126,171,124,139
11,58,133,906,17,2632,23,958,128,134
0,2,2,217,4544,232,0,1,2,0
16,2419,43,10,20,11,41,16,16,2408
12,20,15,15,18,14,13,17,13,4863
2451,4,8,12,2491,7,8,9,6,4
477,525,514,490,494,527,497,498,485,493
4839,2,0,1,34,4,2,99,19,0
7,1,0,1,2,85,0,0,4893,11
4,0,4641,1,73,223,0,12,6,40
32,34,84,23,33,106,36,31,30,4591
393,427,402,429,1165,440,413,449,440,442
1098,461,435,399,449,425,448,411,459,415
131,2305,2287,38,29,42,46,48,41,33
59,69,211,174,3785,176,71,64,202,189
25,7,3532,8,1313,5,6,10,17,77
10,170,10,50,80,12,158,5,3284,1221
3,16,81,3,4870,5,4,11,5,2
2,442,1175,3,25,3296,51,1,2,3
70,1,2,29,1258,3,5,3623,1,8
63,11,441,7,5,0,3,3239,1173,58
6,1,2455,2,3,1,6,1,0,2525
203,5,6,2,533,4162,4,3,4,78
27,25,36,33,207,94,35,29,4442,72
3533,169,150,175,188,155,143,154,158,175
447,188,18,440,3200,445,22,14,162,64
