"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
272,772,101,2088,106,257,740,102,275,287
63,417,418,427,431,28,3112,7,57,40
6,11,5,6,3363,178,1231,9,26,165
5,28,12,79,5,215,222,4398,27,9
1082,16,155,472,19,18,3,3081,153,1
613,11,639,12,6,11,1697,23,255,1733
1,4367,0,5,28,2,584,2,5,6
1,18,8,0,0,13,35,2,1,4922
0,30,4129,28,2,511,1,190,23,86
32,1986,1914,33,0,239,675,7,12,102
26,33,0,24,39,2,3,0,1,4872
12,13,4,2055,6,746,14,2107,40,3
21,220,1650,626,12,28,1605,33,217,588
925,938,342,121,52,47,18,26,58,2473
1134,67,2994,58,18,137,422,6,20,144
3976,1,6,223,189,580,2,6,13,4
11,10,10,11,11,205,13,89,11,4629
2,8,0,29,5,35,5,36,4868,12
1,2,0,1,3,35,1,16,4941,0
5,568,4,3,520,15,3866,11,2,6
10,32,40,36,15,82,230,4511,31,13
9,1077,22,62,1142,409,55,15,1095,1114
36,37,100,2032,27,295,304,1971,96,102
4,312,17,12,2272,13,2211,18,121,20
233,31,5,15,86,4,33,5,34,4554
86,34,1,30,86,11,1,25,3,4723
97,2045,117,301,32,106,18,94,14,2176
6,2,15,5,2,9,68,22,3565,1306
10,622,20,1716,13,635,109,22,1758,95
567,19,12,13,31,19,83,4205,27,24
