"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1672,653,1745,233,237,104,79,96,87,94
30,31,11,5,8,41,83,95,5,4691
3,162,10,50,23,3055,1148,133,413,3
556,5,23,29,22,8,13,24,4,4316
513,191,178,520,1360,496,171,532,510,529
19,4,10,7,3539,1358,0,2,56,5
238,87,223,243,1600,1528,89,217,203,572
87,41,1962,298,2049,36,324,36,45,122
898,312,328,925,915,309,303,353,321,336
2,151,0,1160,1,3250,430,1,3,2
5,272,296,11,6,2051,5,269,2080,5
117,16,39,2227,35,296,14,14,2193,49
31,1871,16,15,97,95,29,688,1899,259
11,20,23,151,15,460,18,3121,1132,49
0,0,2410,4,3,2444,135,0,4,0
1769,1,1780,576,0,0,1,1,633,239
118,3,334,5,2234,2268,19,2,13,4
0,1,0,590,0,3886,0,513,1,9
597,4361,4,1,2,9,6,1,6,13
28,26,3428,25,62,65,1239,20,50,57
586,3,2,4285,80,3,8,11,15,7
68,516,68,191,195,508,1458,63,1423,510
84,79,62,509,66,69,196,73,3793,69
3,0,3,1,0,245,0,0,0,4748
103,821,99,114,267,771,314,89,307,2115
3130,425,18,144,412,142,417,145,22,145
2,574,89,82,24,5,4205,3,4,12
6,67,573,4083,16,25,193,4,29,4
65,169,63,437,55,3458,466,72,157,58
7,3,3,8,226,90,4573,14,11,65
