V13,V38,V49
0,2,0
1,10,0
1,40,3
1,4,1
2,3,308
0,1572,1
0,3,6
0,244,1
1,4,570
2,823,2
0,3,0
0,64,176
0,126,1
0,0,46
0,21,1
0,2,0
1,11,128
0,1,1305
1,10,10
0,1968,10
0,1,48
0,297,1
3,33,76
0,1,1050
0,27,10
0,1,0
0,1,1485
0,14,6
0,1,0
0,17,33
0,832,798
0,3,57
0,3,0
0,23,1
0,0,10
0,673,3
0,224,208
0,128,9
1,93,3
1,5,8
1,0,2
0,1,26
2,400,421
0,106,0
0,3,1
0,234,12
0,1,1
1,0,2
1,2,34
0,106,1
0,328,0
0,8,111
1,2,0
0,1,146
1,1,1
0,54,3
1,0,1
1,2,1
0,1,550
0,23,0
0,2,4
0,168,167
0,11,1
0,11,302
0,0,0
0,1,14
1,17,0
2,6,1
0,11,0
0,1,0
653,1938,1932
1,4,0
0,14,81
0,0,2
0,1,2
0,399,0
0,9,0
0,0,0
1,2,2
0,184,0
