V19,V3,V4,V16,V26
0,100,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,9,0
0,0,0,0,0
0,0,0,1,261
4,3773,203,0,507
0,0,0,0,0
4,4351,0,0,0
1,1224,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,4,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,64,0,0,0
0,1,0,0,1
0,0,0,0,0
0,4,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,207,0
0,0,80,0,0
0,3489,1303,168,0
0,0,0,0,0
0,0,0,0,0
0,0,13,0,0
0,0,0,0,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,88,0,0
0,0,0,0,0
0,0,0,0,0
