V17,V4,V32,V39
1,1,4,0
0,4,50,0
0,5,0,1
0,1,2,0
0,6,0,0
0,3,8,0
0,0,0,0
0,0,1,0
0,0,0,0
0,6,99,1
0,43,1,0
0,1008,50,0
0,0,616,1
0,0,0,0
0,18,343,0
0,10,1,0
1,0,1,1
1,147,1,0
0,12,3,0
0,9,6,0
0,0,2,0
0,1,0,0
0,1,0,0
0,0,1,0
0,481,0,0
0,2,24,0
1,5,5,0
1,17,0,1
0,16,0,0
0,4,112,0
0,4,3,0
0,0,938,0
0,1,8,0
0,1,1,0
0,6,0,0
1,1,5,1
0,130,1,0
0,1,57,0
0,1,0,0
0,0,0,0
0,24,1,0
0,1,21,0
0,4,13,2
0,0,1,0
0,41,0,0
0,2,7,0
0,6,1,0
0,7,0,0
0,32,16,0
0,2,11,0
0,1,0,1
0,5,1,0
0,0,9,0
1,0,2,0
0,29,4,0
0,0,0,0
0,8,144,0
2,0,0,0
0,1,0,1
0,0,37,0
0,0,2,0
0,2,2,1
1,0,2,0
0,275,2,0
0,0,8,0
0,1,2,1
0,1,0,0
0,0,2,0
0,0,26,0
0,172,72,0
1,1,33,0
0,207,0,0
0,1,679,0
1,0,299,0
169,1120,1106,3
1,2,2,0
0,0,14,0
0,0,0,0
1,0,443,0
0,0,3,1
0,4,0,0
0,0,23,0
1,1,1,0
0,15,1,1
0,0,0,0
0,4,0,0
0,1,0,0
0,2,6,0
0,20,3,0
1,3,0,0
0,0,19,0
0,21,0,0
0,440,1,0
0,2,1,0
0,0,0,0
0,0,20,1
1,4,9,1
0,0,0,0
0,3,26,1
3,5,6,0
0,3,5,0
0,27,0,0
0,386,125,0
0,0,5,0
0,0,1,0
0,0,0,0
0,0,0,0
0,1,0,0
0,0,1,0
0,0,16,1
0,0,244,0
0,0,0,0
0,0,142,0
0,10,0,0
0,2,22,0
0,660,0,0
2,620,26,0
0,0,0,0
0,1,2,0
0,5,7,0
