V25,V37,V24,V9,V30,V15
2,0,2,2,0,0
0,0,0,1,0,1123
1,1,0,0,1,0
0,0,0,0,0,7
0,0,1,1,0,4
0,1,0,0,1,1
0,0,0,1,1,0
0,0,1,0,0,307
1,0,0,1,1,1
1,2,1,0,2,1
0,0,1,1,0,317
2,1,1,1,2,3
1,1,0,0,2,0
0,2,2,2,3,0
0,1,0,0,1,1
1,1,0,1,0,0
1,2,1,1,0,87
2,0,0,0,2,1
0,0,1,2,1,1
0,0,1,0,0,5
0,0,0,1,2,1
1,0,0,1,1,166
0,0,0,1,0,92
0,0,1,0,0,438
0,0,0,0,0,1
1,0,0,0,1,0
0,0,0,1,0,0
0,0,0,0,0,1
0,2,0,0,2,1
1,0,0,0,0,1
0,1,2,2,1,1
0,1,1,0,0,1
4,3,2,1,1,0
1,0,0,0,2,1
0,0,1,4,0,570
4,7,4,4,3,5
21,6,7,10,13,3754
1,1,0,1,0,1
0,0,0,0,0,1
4,3,5,3,2,427
0,0,1,0,0,524
1,2,2,0,3,0
1,1,4,1,1,1
0,0,0,0,0,510
0,0,0,0,0,1
2,1,1,2,2,3
0,1,2,1,1,0
2,1,0,0,0,3
1,0,0,1,0,1
0,0,0,1,0,28
0,1,0,0,1,0
0,0,0,0,0,1
0,1,1,0,2,0
1,0,0,0,0,31
2,10,8,6,13,10
0,0,0,0,0,1
0,1,1,0,0,3057
1,1,2,2,2,23
1,0,0,0,0,53
0,0,2,0,0,22
3,0,1,1,2,4
0,0,1,0,0,0
0,1,3,0,1,2
0,0,0,0,1,0
0,1,0,2,0,0
0,0,0,0,1,304
1,0,0,0,0,16
0,1,0,1,1,58
0,0,0,0,0,0
1,0,2,0,0,1131
1,2,5,5,3,29
2,0,3,0,0,207
0,0,0,1,1,0
0,0,0,0,0,6
1,0,1,1,0,104
0,0,0,0,1,29
1,1,2,1,0,2
0,1,0,0,2,1
2,0,0,1,0,712
1,1,0,0,0,129
