"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
1.25529229332097,0,0,0,-0.0626252930975781,-0.171855145287075,0,0,0,0,0,0,0.027865184572724,0,0,0,0,0.188707011321975,-0.0316075402073038,0,-0.0831096701046653,0,0,0.0341365261930218,-0.0688598417861565,0,-0.0356499858834572,0,0.00260539029038745,-0.157786034422614,0,0,0,0.101498601975117,-0.0329988843267627,-0.0581372878127906,-0.289101388392354,-0.0775060866852729,0.113472551857468,0.0232553364919587,0.00716096658491965,0,0.0538668330963442,0,0,-0.0557604524447518,0,-0.0526598826294926,0,0
0,1.55018954460304,0,-0.0138189188911792,0,0,-0.109083407088573,0,0,-0.363935444190601,0,-0.193481564388948,0,0,0.00280587934729166,0.0785499784180577,0.000721434192843681,0.272526519984745,0,0,0,0,0,0,-0.186996957943728,0,0,-0.0219025060069599,0,0,-0.268460367025246,-0.190248596193128,0,0,-0.0107150767547332,0,-0.132035582510186,-0.18263155030193,0,0,0,0,0,0,-0.0743207299893179,0,0,0,0,0
0,0,1.24104989110669,0,0,-0.125555628034304,0,-0.0369337404206921,0,-0.0370141594318716,0.02272244549078,-0.0161078283789993,0.00751213684464357,0,0.00866328079891963,0,0.103165612532511,-0.134941408422714,-0.0228894988148518,0.0843481322604406,-0.0109657206592122,0.0416004105102101,-0.0492827647376288,-0.200158114137052,0,0.0148047324290337,0.0137751399739531,-0.0680518243754082,-0.242993469209267,0,-0.102737868562712,-0.0186814656445138,-0.158402932553515,0.066213020139302,0,0,0,-0.0736490609730824,-0.122187476718397,0,0,0.0095978087859478,0,0,0.00600601670599725,0,0,-0.0654979527394995,0,0
0,-0.0138189188911792,0,1.33080198538074,0,0,-0.151117102196029,0,0,0,0,0,0,0,0.034319880855796,0,0,0,0,0,0,-0.431222344112484,0.0475910539283129,0,0,-0.120082120312601,0,0.140227602179862,0,-0.122530808566644,-0.132081849681635,0,0,0,0,0,-0.0548142685775873,0,0,0,0,0.241358343340399,0,0,0.129846740451497,-0.047047180588551,0.0353975125620777,0,0,0
-0.0626252930975781,0,0,0,1.26263648893901,0,0.0969869910788662,-0.0498795883416122,-0.132632822193681,-0.0633525637348793,0,-0.170460426904476,-0.137401769525584,-0.0889044867440334,0,0,0.0549363077146306,-0.0947015416589566,0,0.100782367807804,-0.059829729528387,0.0238031737693252,0,0,0,0,0,0.0286533042676782,0,0.176799855038875,0.0374070799310653,0,0,0.1056631770054,-0.154719245255425,-0.0163425414828928,0,0,-0.210717588204835,0,0,0,0.00987794820020653,-0.113656739091577,0,0,0,0,0,-0.0172146249847134
-0.171855145287075,0,-0.125555628034304,0,0,1.2337374836338,0,0,-0.117446569792795,0,0,0,0,-0.0856835716742441,0,0,0,-0.0143244647635833,-0.0631295334160514,0,-0.0794967059334524,0.0726153750521168,0,0,-0.220750988266178,0,0,-0.0526504940844036,-0.112170790748463,0,0.0431977233047489,0,0.0073267318316526,0.00901440240376406,0,0,0,-0.0540933038072928,0,0,0,0.132507724585727,0,0.114137824104846,0,0.0456423777632956,0,0,0,0.0781546175154297
0,-0.109083407088573,0,-0.151117102196029,0.0969869910788662,0,1.08587730308589,0,0,0,0,0,0,0,0.0801546018736831,0,0,0,0,0,-0.0136420424268639,-0.0133671163818481,0,0,-0.0485539217610693,0,-0.0883370355447563,-0.0933683949819109,0,0,0,0,0,0,-0.0383202907401274,0,-0.0347060071410706,0,0,0,0,0,-0.0308828388535401,0.026436134096637,0,0,-0.0437498705379649,0,0,0
0,0,-0.0369337404206921,0,-0.0498795883416122,0,0,1.10241386419795,0,0,0,0,0,0,-0.0428458381111564,0,0,0,0.0947811046484173,0,0,0,0,-0.137461719207685,-0.0452558406257387,0,0,0.0151636415462236,0,0,0,-0.0472903504519792,0,0,0,0,0,-0.126892714703968,0,-0.0790807379970528,-0.0199525705584847,-0.0002899420155235,0.0426442620423576,0,-0.0691775917435622,0,0,-0.060599640252931,0,-0.0589767718573035
0,0,0,0,-0.132632822193681,-0.117446569792795,0,0,1.61950324235462,-0.0574155482784929,0,0,-0.216125852232206,0,-0.0438469896468762,0,0,-0.15884057645201,-0.0655187469432037,-0.347586493116307,-0.00510300801158585,0,-0.0540444577102858,-0.123056006076859,-0.0589962604872584,0,0,0,-0.0659652890382725,-0.395435303103216,0.0619382612392856,-0.201712935611576,0.147854204810606,0.0386375281166894,0,0,-0.0364764767009573,5.81319275913454e-05,0,0,0.0339581710523485,0.154172242990026,0.0253978996818966,0,0.0584039887029563,0,0.0337355766568239,-0.101384630787545,0,0
0,-0.363935444190601,-0.0370141594318716,0,-0.0633525637348793,0,0,0,-0.0574155482784929,1.44369098641488,0,0,0.0991655935430216,0.108926259334531,0,0,0,0,-0.0165581797214971,0,0.0820895678076818,0,-0.220042282018026,-0.0585261866899592,0,-0.0801174882411706,-0.00229354933376709,0,0,-0.0472339637388196,-0.138144896362105,-0.091442712931035,0.0713042465072783,-0.11373845567107,-0.0567321918293504,0.0525160536193467,-0.168980113279978,-0.0512254558352056,0,0,-0.010671633595001,0,0,0,0,-0.0422485559131964,-0.0417446754500207,0,0,0
