V33,V37,V50
26,0,6
3,1,98
54,0,15
0,1,1
46,1,0
4,0,5
3,0,17
0,0,2
3,0,2
76,0,2
0,0,3
1,1,0
0,0,1
4,0,2
1,1,1
0,0,7
8,0,12
1,0,0
27,0,9
0,0,39
19,1,10
6,0,1
9,1,1
1,2,6
2,1,0
0,2,1
1,0,0
2,0,0
178,1,7
95,0,0
4,0,2
10,0,3
67,0,3
0,0,0
0,0,2
3,0,0
0,0,81
1,0,6
3,0,314
0,0,7
6,2,4
15,0,7
11,1,2
3,0,1
1661,4,1705
3,1,2
38,0,80
1,1,3
2,1,1
1,0,19
26,0,13
170,0,4
0,0,15
31,0,3
3,0,60
16,0,1
0,1,10
0,1,99
1,0,4
16,0,3
1,1,928
1,0,14
9,0,0
7,1,167
192,0,137
0,0,11
0,0,16
8,0,0
0,1,44
0,0,14
0,0,4
20,0,7
3,0,31
7,1,1
0,1,3
48,0,2
2,1,31
0,1,38
0,0,1
40,0,13
