V37,V24,V13,V9,V25,V30
0,0,0,0,0,0
0,0,1,0,0,0
2,2,0,1,2,2
0,0,0,0,0,0
0,1,0,0,0,0
0,0,1,0,0,0
0,1,0,1,1,0
0,0,0,0,1,0
1,2,1,3,4,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
1,1,2,1,0,0
0,0,1,0,0,0
0,0,0,1,0,0
1,0,1,2,0,2
0,0,0,0,1,1
0,0,0,0,0,0
0,0,2,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,2,2,0
1,0,0,0,0,0
1,0,1,1,0,0
2,1,0,0,2,0
0,1,0,0,0,0
1,3,2,1,1,2
1,0,0,0,1,1
0,0,1,1,0,1
0,1,0,0,0,0
1,1,0,2,1,1
0,1,1,0,0,0
0,0,0,0,0,1
3,0,1,0,0,2
1,1,3,1,0,0
0,1,0,0,0,0
0,2,1,0,2,4
1,0,1,0,0,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,1,0,0
1,0,0,2,1,0
0,0,0,0,0,0
5,5,4,3,3,4
0,0,1,0,0,0
0,1,0,0,0,0
2,0,0,1,0,1
0,0,1,1,0,0
0,0,0,1,0,1
2,4,0,0,0,1
0,0,0,1,2,1
0,1,0,0,1,0
0,1,1,0,2,0
0,1,2,1,1,0
0,1,0,0,0,0
1,1,1,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,2
0,1,0,0,0,0
0,0,0,0,0,0
0,0,1,2,0,0
1,1,0,0,1,0
2,1,0,0,0,0
5,2,3,7,4,3
0,0,0,1,1,0
0,0,0,2,1,0
2,1,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,1,0,0,1
0,1,0,0,0,0
3,5,3,4,4,1
0,0,0,0,0,0
1,1,0,0,0,1
0,0,0,0,1,0
0,1,2,0,1,1
0,0,1,1,0,1
0,0,0,0,1,3
