V30,V26,V60
2,36,1
0,2,4
0,16,4
0,0,0
0,134,1
0,0,956
1,10,1
0,1,0
0,0,1
0,11,2
0,148,0
1,2,3
0,13,10
1,694,0
1,0,0
0,11,0
0,334,1
0,0,3
0,3,0
0,1,1
0,0,2
0,13,3
0,1,8
0,11,247
0,2,0
0,447,0
0,6,324
0,2,11
1,52,1
0,344,8
0,0,0
0,5,0
0,0,3
0,258,8
1,0,0
0,5,2
1,562,3
0,2,0
1,3,4
25,1674,1672
0,10,3
0,0,2
0,2,59
1,1,6
0,210,1
0,1430,5
0,16,1
0,287,0
0,15,763
0,29,0
0,42,0
0,0,8
0,0,10
0,1,0
0,1,1
0,9,22
2,31,9
0,6,1
0,0,0
0,908,4
0,1,0
0,13,162
0,2,7
0,2,0
1,120,2
1,0,1
0,22,3
0,184,0
0,4,0
0,0,1
0,206,4
0,5,1
0,831,0
1,1,9
0,0,0
0,13,2
0,169,0
0,26,3
1,22,0
0,14,1
1,31,1
0,145,9
0,18,0
0,0,6
0,0,13
0,6,1
0,1013,5
0,152,9
0,1,1
0,67,34
0,69,1
0,0,0
0,61,17
0,0,9
0,1,1
0,1232,1
0,150,0
0,18,0
0,134,1
0,0,22
0,108,1
0,15,0
0,329,130
0,1,0
0,0,20
0,4,0
0,1,2
0,0,5
0,0,1
0,0,10
0,6,113
0,4,1
0,104,18
1,45,4
0,16,1
0,0,1
0,44,139
0,2,19
0,4,6
0,230,0
