"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4312,8,3,568,22,0,8,0,9,70
0,2,2,4989,1,1,1,2,2,0
15,10,17,5,16,4886,12,12,11,16
4,4,1,14,35,5,4925,5,4,3
198,193,77,67,199,3875,167,80,75,69
22,47,992,991,57,22,2712,14,13,130
13,11,6,14,4904,9,10,11,11,11
379,361,385,960,371,374,370,391,361,1048
336,380,384,1018,1023,362,356,391,389,361
23,26,19,27,18,426,21,3128,187,1125
2415,0,52,2388,132,1,3,0,7,2
36,44,32,799,856,847,2265,36,40,45
31,32,36,2203,31,344,2199,41,39,44
4,4758,14,3,88,0,110,4,17,2
11,0,1,4699,4,251,31,2,0,1
1,5,5,13,13,3,6,30,3,4921
157,65,459,60,60,3344,173,65,455,162
6,12,4784,41,15,22,83,14,14,9
395,1124,57,13,3216,1,170,12,9,3
23,22,75,219,3991,35,553,23,35,24
418,432,425,415,442,400,1153,444,428,443
183,59,209,3704,507,63,65,64,65,81
6,0,2453,3,16,1,2512,9,0,0
25,24,27,16,1278,24,3547,19,23,17
555,2,7,66,188,4088,68,4,0,22
4,5,4700,77,70,3,3,4,30,104
11,4593,28,12,49,7,238,25,24,13
260,237,288,644,654,260,1894,256,253,254
28,1309,6,3467,4,167,12,2,2,3
472,29,62,27,3677,28,471,29,18,187
