"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
74,4,7,204,3923,544,175,3,7,59
60,71,66,181,3494,77,65,451,66,469
0,0,0,6,4,1329,3657,3,1,0
1,0,0,4,0,3624,3,8,1,1359
120,33,2,2212,2211,5,299,15,3,100
215,74,27,10,4196,14,14,226,11,213
370,152,130,137,159,1079,1074,1124,397,378
0,1,0,1,0,0,2,35,4958,3
3,4345,10,4,602,0,2,2,2,30
7,12,6,6,4,1304,3654,2,4,1
0,0,0,0,1,5,1,0,4992,1
1,2,5,4168,68,4,201,1,3,547
12,38,4,5,18,4412,13,26,239,233
197,1600,77,225,71,82,218,571,1448,511
0,4,4357,0,30,2,3,2,601,1
23,28,32,505,74,517,19,27,3757,18
20,20,43,2271,310,5,4,2278,44,5
223,24,31,4326,63,11,14,67,218,23
12,91,14,200,9,83,4362,79,68,82
107,0,5,0,0,2311,1,1,296,2279
185,3743,1,1,7,489,9,2,58,505
4392,3,1,3,588,11,1,1,0,0
4854,1,1,101,11,30,1,0,1,0
12,217,4512,1,29,5,2,212,7,3
13,169,155,4,1228,3204,23,19,4,181
1,166,0,23,3535,1273,1,0,1,0
0,4391,1,15,572,7,4,7,0,3
133,372,113,130,935,1010,340,933,905,129
4075,26,14,10,205,12,13,13,547,85
2,2,3,0,2,3,4954,33,1,0
