"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
5,13,4651,5,6,241,13,4,34,28
236,4683,0,2,13,3,15,28,6,14
20,18,2473,16,12,12,16,2400,10,23
5,3,3,23,7,1164,48,143,3185,419
3454,1,2,7,61,1299,8,2,162,4
36,10,213,41,77,27,83,4293,26,194
1,10,29,2,1298,176,1,1,6,3476
162,421,169,152,159,171,135,404,3066,161
3,114,2282,2423,5,121,1,19,15,17
23,22,8,3681,64,170,505,28,27,472
1,3242,1191,462,1,0,0,77,0,26
1004,979,2574,3,372,3,53,3,8,1
30,755,2082,265,47,42,39,753,736,251
6,4897,12,37,0,4,30,0,13,1
1,0,3,3,21,2,5,2479,5,2481
2,6,10,1,28,2,11,4694,238,8
3,2,2067,2,1,2,104,2025,793,1
8,38,8,4577,231,32,4,5,94,3
20,21,2572,971,1,11,936,11,322,135
199,37,259,35,18,4,4387,48,4,9
1,4,88,4779,35,0,4,2,11,76
312,104,108,121,16,20,28,2130,39,2122
91,17,2111,4,286,2049,36,39,102,265
2,2314,2528,44,3,1,18,37,0,53
8,34,59,246,16,9,4486,30,84,28
2,4374,9,6,13,213,194,87,90,12
194,55,507,1399,517,196,189,1360,531,52
1314,9,1,2,7,35,6,33,3592,1
374,63,137,148,52,2937,129,128,991,41
165,56,17,3320,433,67,427,23,62,430
