"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
34,18,573,17,4012,30,25,71,19,201
26,22,19,19,21,3428,24,1255,23,163
1275,172,169,166,1258,167,181,1264,162,186
301,739,107,116,2172,96,119,283,760,307
31,80,4222,185,85,31,17,34,97,218
1,4992,1,2,3,0,0,0,0,1
3,1,1,4,7,2,1,4971,6,4
201,225,216,1586,1615,223,221,251,232,230
4,4,1,21,14,2330,5,2339,280,2
24,4304,30,36,38,20,203,28,235,82
0,0,1342,0,7,3640,0,10,0,1
20,0,1338,3571,2,67,1,1,0,0
76,98,87,93,81,60,73,4290,69,73
4088,519,23,23,24,31,28,26,213,25
3,3,0,1,4,25,1,4958,4,1
513,23,9,8,10,213,15,3958,233,18
283,304,303,290,302,292,295,2304,308,319
525,529,516,516,464,494,514,487,487,468
204,66,82,78,77,85,76,4178,69,85
201,226,222,210,207,1462,195,1537,528,212
423,376,380,338,375,992,390,1002,349,375
504,501,471,510,467,486,519,528,533,481
317,304,282,330,282,302,315,2237,319,312
1,1,1,4860,37,4,1,0,1,94
507,493,506,542,508,507,466,465,531,475
9,87,13,80,37,4446,74,237,9,8
2,2,4,0,9,0,5,4965,11,2
11,13,11,20,11,10,14,4886,12,12
17,13,3,18,16,4794,108,6,14,11
3,0,26,215,230,1,0,9,4512,4
