"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
27,7,4,65,4221,22,3,84,539,28
2249,2202,46,318,5,6,106,8,16,44
26,23,25,23,3422,25,22,20,1235,179
753,706,39,1988,113,111,27,745,262,256
39,38,813,837,38,299,2291,312,50,283
4866,12,1,6,93,5,1,11,3,2
24,1191,24,11,3367,17,16,169,162,19
3603,2,53,1,0,0,0,3,2,1336
3,2,2,8,4967,1,2,4,6,5
2,275,0,2,4707,0,1,10,0,3
218,10,2,32,543,4,23,4071,7,90
3054,49,7,9,161,1159,17,128,389,27
442,444,384,1181,409,418,432,424,450,416
9,56,24,26,511,5,518,12,171,3668
20,76,73,7,34,12,13,30,590,4145
2,2,4392,2,566,1,1,0,0,34
8,55,536,1,191,3930,6,68,203,2
36,2,0,17,4332,0,2,2,588,21
0,1056,0,0,1062,8,1,14,0,2859
44,2517,14,19,48,49,126,329,900,954
418,2,3,3233,416,8,4,2,458,456
28,579,70,1,3,4175,75,36,10,23
0,3,2002,0,2,1,1991,0,721,280
649,77,1865,247,251,110,724,80,727,270
0,0,1,1,1,0,2,0,12,4983
1252,26,66,28,21,23,21,3474,21,68
18,27,3467,476,453,28,18,468,26,19
3790,75,514,187,84,68,71,71,68,72
51,38,162,53,3047,49,48,411,55,1086
541,57,582,2,0,9,9,2,4,3794
