"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.27265568531985,0,0.155290343062777,-0.121390982980665,0,-0.161589536940216,-0.477810624669892,0,0.0858623812579039,0
0,3.00655544323501,-1.10088165491691,-0.176573965064541,-0.431823478411783,-0.400915191918579,-0.798548532163467,-0.531152134616823,-0.121156198495541,-0.230973557807264
0.155290343062777,-1.10088165491691,1.72609338578211,-0.217385833282405,-0.0444621146370464,0.232762455823324,0,0,0,0
-0.121390982980665,-0.176573965064541,-0.217385833282405,1.23490129603914,0,0,-0.141133375558772,-0.109468757047764,0,0
0,-0.431823478411783,-0.0444621146370464,0,1.58512266684141,0,-0.225638730894205,-0.0499120297932178,-0.501671003050054,-0.0265285178847981
-0.161589536940216,-0.400915191918579,0.232762455823324,0,0,1.81698696433169,-0.975903042250679,0.251506144017417,0,0
-0.477810624669892,-0.798548532163467,0,-0.141133375558772,-0.225638730894205,-0.975903042250679,2.64768427110306,0,-0.177012278208637,-0.289435412276815
0,-0.531152134616823,0,-0.109468757047764,-0.0499120297932178,0.251506144017417,0,1.28121706522962,-0.00655559613322857,-0.129698164806776
0.0858623812579039,-0.121156198495541,0,0,-0.501671003050054,0,-0.177012278208637,-0.00655559613322857,1.32103747226584,0.0528726882948194
0,-0.230973557807264,0,0,-0.0265285178847981,0,-0.289435412276815,-0.129698164806776,0.0528726882948194,1.22630147138797
