V20,V44,V13,V5
0,0,0,32
2,1,1,312
0,0,0,0
1,71,1,0
1,2,0,56
0,3,0,31
0,8,0,4
0,4,0,6
2,3,0,21
0,18,0,1
0,4,0,3
0,10,0,0
0,4,0,2
0,172,1,1
0,2,0,1
0,1,0,0
1,24,0,39
1,26,2,4
0,3,1,166
0,7,0,2
0,86,2,3
0,1,1,0
0,1,1,9
0,3,0,0
3,81,0,5
1,0,0,0
0,15,0,0
0,46,0,3
1,3,1,0
0,0,0,0
1,215,1,0
0,4,0,1
0,10,0,1200
1,0,1,0
0,0,0,0
0,2,0,0
0,19,0,0
0,4,0,4
0,6,0,1
0,71,0,0
2,5,0,0
0,0,0,309
1,0,1,72
0,3,0,2
0,153,3,1
0,7,0,103
0,86,0,0
0,11,0,0
0,0,0,0
1,1,2,2
1,0,0,0
0,0,0,76
475,1345,0,1256
0,0,0,0
0,4,1,9
1,7,0,0
2,112,1,1
1,1,0,21
0,844,2,0
0,8,0,3
1,325,1,1
0,0,0,7
2,0,0,0
1,5,1,3
0,2,0,48
1,4,0,3
2,25,0,3
0,1,0,319
1,0,1,3
1,0,0,0
0,54,0,0
0,3,1,2
0,0,0,0
0,1461,27,0
0,1284,0,0
1,1,1,2
1,12,0,1
0,4,1,4
0,103,0,10
0,2,1,2
