"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
1.23879465551698,-0.100468506707119,0,-0.0207554147880977,0.0731311587562653,0.0660857193455981,0,0,0,0,0.0606854410838076,0,-0.23176313049467,0,0,0.0300261776975664,0,-0.0433093580656251,0,0,0,0.0277088276782807,0,-0.143388831466235,-0.141630186467097,0.103416885673309,0.0175461986569754,0.0768377795430434,0,0.201598263033826,0,-0.0366427251640516,0,-0.122610700667946,0.0240886419393464,0,0,0,0.00617627134227766,0,0,0,0,0,0.109478336447615,0,0,0,0,-0.0852700656585393
-0.100468506707119,1.24271641836762,0,0,0.01429903736226,-0.156587510330805,0,0,0.0739203329568348,0,0,0,0,0,0,0,0,0,0.12030456197847,0.100842195344872,0.187652211274902,0.0200469834601578,0,-0.229553824215453,-0.0301008369068218,0.00107842968410079,0,-0.0585281959105883,0,0,-0.0451385573126937,0,0.0358490064232727,-0.177571860834884,0,0,0.0958058291075031,0.0811460986396091,0,0,0,0,0,-0.162941206342599,0.0342025735660909,-0.00335423304371943,0,0,0,0
0,0,1.33758482556228,0,0,-0.0520607003432014,0,-0.00828205912055798,0.0405702438501497,0.0765944294467529,0.015653683503817,0,0,-0.0555876960078772,-0.116520505135185,0,-0.0259328704607464,0,0,-0.122426111602703,0,-0.0172249901173809,0.0179832033210478,-0.4007758714826,0,-0.293279025676769,0,0,-0.143377237900111,0.135192558584258,0,0,0,0,0,-0.00564890675741344,0,0,-0.100415661262129,0.0595057425540852,0,0,-0.0579120893235824,-0.0656412792808692,-0.0750257124134892,0,0,0,0,0
-0.0207554147880977,0,0,1.13313904176516,0,0,0,0,-0.0496138506937012,0,0,0,0,0,0,0,0,-0.0750923780729342,-0.0120497563142309,0,-0.121396804530964,-0.116034597234099,-0.0594848378980505,0,-0.0460367401338648,-0.081116482752312,0,0,0,0,-0.0174509506619407,-0.124817860014632,0,0,0,-0.0838096154131542,-0.0271785167654038,0,0,0.0200777840440588,0.149156852358475,-0.0831928633382131,0.0460632056343822,-0.0838809277155916,0,-0.0757748567626902,0.0467973868638731,0,0,0
0.0731311587562653,0.01429903736226,0,0,1.0812082560635,0,-0.0669517245889311,0,0,0,0,0,0,0,-0.074731583433287,0,0,0,0,0,0,0,0,-0.0266797629278468,0,-0.0294026985477161,-0.0809287927118335,-0.00706036759190628,-0.0038848773000401,0,0.106761203448831,0,0,-0.019681584807886,0,-0.0244663821629866,0.0390451092136345,-0.194689915494285,0,0,-0.00748760994835854,0,-0.0589269627544403,0,0,-0.0196036097676882,0,0,0,0
0.0660857193455981,-0.156587510330805,-0.0520607003432014,0,0,1.22980901222099,0,0,0,0,-0.257448271339641,0,-0.181760876718867,0,0,0.110971287268906,0.0569011269326621,-0.0313672463917566,0,0.0796535700746023,0,0,0.107743206552557,0,0,-0.0507715051837379,0,0,-0.0125711977712252,0,0,0.112442018718078,0,0,0,-0.123784614839368,0,0,-0.0251747243828667,0.102732758056497,0,0,0,0,0,0,0,-0.160946685468007,0,0
0,0,0,0,-0.0669517245889311,0,1.24344756009534,0,-0.0662539581541839,0,0,-0.0689010888639499,-0.165987908693192,0,-0.0444390918187026,-0.103868062425037,0,-0.132069096271284,0.0235346146265977,0,0.015807570703157,0,0,0,0.0228114744274989,0,0,-0.0620913149653333,0.14706185723288,-0.188671732806405,0.0600636894805944,0,0.0215001418028316,-0.016115759269219,0.0591865865392751,0.21338125964818,0.114448334466586,0,0.148205868363512,0,0,0,0,0,0,0,0,0,0,0.0850202744592652
0,0,-0.00828205912055798,0,0,0,0,1.29517323600588,-0.184899429710657,0.00591464037394499,0,0,0,-0.150597272132657,0,0,0,-0.00684669799791549,0,-0.0144687147987331,0,0.00080572795306849,0.28412672252123,-0.218253280748703,-0.185387276098786,0,0.187894823293555,0,0.069823595891205,0,-0.100796969619692,-0.0952424047263373,0,0,0,0.00304145082681788,0,0,0,0,0,0,-0.00299678663508432,0,0,0,0,0,-0.181510413159957,0
0,0.0739203329568348,0.0405702438501497,-0.0496138506937012,0,0,-0.0662539581541839,-0.184899429710657,1.21364039714874,0.00816997249726435,0,0.0105864566073969,-0.201485533214786,0,0,0,0,-0.065421503884832,0,-0.000720269649995496,0.027972105252771,-0.000339964245405462,0,0,-0.0845043141299431,0,0,0,0.0719438523194003,0,0,0.183755551651423,-0.00141848102803676,0,-0.147975387075109,0,-0.00290101054789668,-0.117723350712385,-0.0724795341090104,-0.0935554964626228,0.00793380299427093,0,-0.0106442674029193,0,0,-0.0946604282321246,-0.0577240530363652,0,0,0
0,0,0.0765944294467529,0,0,0,0,0.00591464037394499,0.00816997249726435,1.06245410282435,0,0,0,0,0.0448367773153456,0,0,0,-0.125188242515839,0,0,-0.0148932856296573,0,0,-0.163781360599739,0,0,0,0.0337918042418297,0,0,0,0,0,-0.006201728290617,0.00380343867700792,-0.0224748531472806,0,0.0234958836988012,0,-0.0710874626362863,0,-0.0268704724125596,0,-0.048005452746407,0.0527856950194405,0,0,-0.0166361376492588,0
