V79,V31,V55
2,0,11
51,1,1
1,1,18
4,0,59
2,1,11
0,0,32
12,1,0
0,0,3
1,1,1
99,0,0
9,1,1
3,195,2
3,2,0
9,1,783
0,2,5
1,0,0
1,32,165
2,5,0
126,0,0
0,2,26
2,1,0
0,0,8
1,1,0
0,5,0
3,4,0
2,16,2
10,2,0
1,22,0
3,77,2
0,217,0
35,0,0
1,0,0
4,1,0
1,1,0
0,2,6
12,0,32
0,0,67
154,0,0
1,142,1
1,0,5
0,0,2
3,0,1
12,1,8
2,0,17
2,0,326
14,9,2
14,0,0
1,0,1
9,2,0
1409,1544,542
1,0,1
0,26,14
92,0,1
0,0,0
2,39,805
0,0,5
0,0,16
0,27,0
648,2,63
2,71,7
130,2,0
2,0,6
2,0,1
1,0,0
1,0,3
2,127,138
7,1,1
6,0,1
2,0,23
28,1,5
1,1,13
3,1,0
1,91,0
4,651,0
0,1,0
31,0,0
2,0,17
0,0,1
1,1,0
0,0,7
0,0,0
4,2,0
949,53,953
2,33,0
0,0,3
9,0,168
3,9,4
3,0,0
223,5,0
0,13,2
1,1,1
2,3,6
25,77,70
0,0,0
8,0,1
0,0,0
317,337,0
0,0,0
0,0,2
3,1,1
5,297,7
0,0,2
3,2,31
3,5,0
0,0,0
16,0,22
5,0,0
5,0,0
0,21,4
0,0,2
2,0,2
1,41,1
2,2,0
1,0,2
12,306,111
1,0,19
0,0,2
1,6,268
33,1,142
29,2,3
