V15,V65,V80
2,0,0
0,1,10
0,1,2
0,0,1
0,0,1
1,99,0
0,2,2
0,0,0
0,0,4
0,1,0
0,9,2
0,0,2
0,3,1
0,0,0
0,0,0
0,2,0
0,0,0
0,0,398
0,0,19
1,2,1
1,0,0
0,1,0
0,1,2
1,0,128
0,0,2
1,8,0
0,0,1
0,0,0
1,0,1
1,0,107
0,21,10
0,0,3
0,0,8
0,63,58
0,0,0
0,12,102
1,0,141
0,91,0
0,170,1
0,0,2
0,2,1
1,92,0
0,1,0
1,3,1
0,0,3
0,0,3
0,0,1232
0,0,14
0,0,23
0,0,0
0,0,0
0,0,3
0,0,33
2,0,0
0,143,3
0,0,9
0,110,3
0,0,3
0,1,24
0,0,1
8,0,1
0,8,9
457,436,1249
0,157,0
0,0,10
0,1,0
0,1,67
0,0,155
0,92,0
0,2,0
1,1,8
0,0,0
0,50,1
1,0,86
1,2,1
0,0,1
0,0,123
0,3,48
0,0,10
0,0,49
0,0,22
1,1,126
0,0,7
0,19,0
36,230,2
0,36,0
0,0,4
0,3,701
3,28,773
0,1,0
0,159,0
0,3,0
0,218,6
0,16,3
1,114,24
0,0,1
0,18,0
0,0,0
1,64,452
0,0,27
0,0,3
0,3,0
0,84,79
16,0,1320
0,1,63
0,0,2
0,4,20
0,20,1
0,1,16
0,0,8
0,0,2
0,0,0
0,1,1
0,0,13
1,0,0
0,1,0
0,0,50
0,0,1
0,2,0
1,3,4
