V35,V7,V65
1,0,1
1,60,1
1,1,0
0,6,2
0,4,0
0,0,1
1,10,267
0,19,21
0,5,2
1,4,3
3,1,1
0,0,0
0,335,0
0,0,96
0,0,4
0,0,232
0,1,1
0,0,0
0,0,20
0,0,57
0,0,0
0,13,0
0,4,0
0,177,0
0,0,905
0,0,14
1,3,1
0,1,0
1,1,0
1,0,0
0,15,0
0,0,0
0,0,0
0,46,1
0,120,41
0,669,0
1,0,2
1,11,0
0,531,23
0,303,0
0,0,989
0,422,0
0,17,0
0,189,0
0,0,1
1,3,10
0,1,0
0,0,0
1,1,1
0,41,455
0,15,606
0,32,0
0,0,0
0,16,2
0,4,1
0,0,3
0,1,0
0,1,7
0,1,117
0,0,1
0,0,832
1,0,0
0,0,0
1,8,0
0,8,19
0,0,1
0,1,6
0,16,0
1,0,1
0,0,0
0,0,2
0,48,0
1,0,3
0,0,0
0,0,0
0,104,0
1,1265,1
1,0,0
0,0,2
0,0,6
0,76,0
0,8,1
0,3,2
0,0,0
0,2,0
1,2,6
0,2,0
0,3,0
0,0,0
2,2,1
1,67,496
1,105,1
0,86,1
0,0,0
0,1097,16
1,0,0
0,1,6
0,145,3
0,22,8
540,1408,1432
0,4,26
0,49,930
0,204,24
0,0,0
0,811,0
1,0,0
0,1,28
0,10,2
0,0,1036
0,12,4
0,2,0
0,1,2
0,436,0
0,3,0
0,81,8
0,183,1
0,5,0
0,1,29
0,4,3
0,117,10
