"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1151,53,457,3117,16,13,149,16,19,9
11,22,7,5,13,4,211,14,6,4707
1284,9,1,3506,4,9,1,24,158,4
4271,26,74,5,1,0,0,2,31,590
10,457,4,0,1235,1,59,8,1,3225
2,4827,122,0,2,33,10,3,1,0
757,2052,9,2133,4,4,2,3,36,0
45,8,46,5,2,1,2423,3,7,2460
769,314,319,46,312,836,32,2213,49,110
567,33,8,3,222,3988,9,12,58,100
2,3161,7,64,11,420,6,56,65,1208
1983,284,2,1925,2,4,12,705,42,41
15,58,25,21,3986,6,511,78,79,221
68,23,1,20,563,25,4015,72,199,14
159,494,182,422,445,1222,179,1260,170,467
5,6,83,4642,0,214,0,1,39,10
436,3,375,3,6,1091,3,4,3065,14
27,6,62,8,34,3,4175,9,594,82
19,0,0,4167,536,1,0,81,3,193
2,3,0,3,91,4,2,92,4798,5
35,63,204,97,24,1478,1410,1431,70,188
21,1078,2801,1083,2,4,1,4,2,4
10,4,546,5,75,10,4103,180,3,64
7,10,14,73,550,71,3,7,1,4264
95,1685,17,1648,85,27,21,590,225,607
3574,8,1,9,0,1,10,4,1391,2
273,2103,107,117,43,6,4,5,280,2062
1,2,5,2362,2549,59,2,2,0,18
63,195,4044,29,74,35,99,188,68,205
86,5,35,4,2,2,4849,10,6,1
