"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
26,2047,747,17,43,117,1950,30,13,10
1924,1,1,722,281,18,2052,1,0,0
7,1615,89,4,1526,5,1530,212,4,8
78,6,252,4395,13,12,239,0,3,2
27,89,4409,81,238,34,83,14,6,19
1,3,3239,3,1173,135,0,3,421,22
181,12,75,152,26,3492,71,478,504,9
4914,10,1,26,11,19,14,3,1,1
0,0,73,4799,82,12,1,2,15,16
206,11,11,9,12,20,225,31,218,4257
9,3390,172,22,154,9,1218,16,7,3
8,161,27,61,3,3130,1,6,1177,426
5,4,3,34,210,206,194,4125,217,2
51,124,15,121,983,975,2566,121,24,20
4003,15,5,200,13,552,11,7,4,190
2,0,11,1,4613,255,5,7,27,79
12,25,728,21,11,1974,99,96,1932,102
1939,1908,0,1,4,263,101,39,1,744
7,567,4220,30,15,9,33,75,11,33
1,465,2,1210,8,6,3234,1,49,24
2,4156,0,12,12,1,225,588,0,4
1,5,4,2075,2106,4,0,0,789,16
147,3076,51,385,168,145,155,412,54,407
4893,4,6,1,1,2,93,0,0,0
2441,2429,44,8,13,9,4,0,2,50
1979,246,105,36,46,1922,274,33,102,257
12,4458,28,31,7,208,88,5,86,77
3075,24,1,1124,154,166,26,0,429,1
0,4222,86,74,3,0,2,9,578,26
6,3665,0,1,1324,0,2,0,2,0
