"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
412,51,429,59,62,18,468,151,3292,58
5,4,27,16,18,2,1,552,3863,512
1,1,4987,0,0,1,3,1,6,0
63,65,80,208,35,23,87,4211,34,194
8,2320,5,5,6,327,4,4,2317,4
46,4771,35,14,28,31,12,25,13,25
4,28,0,0,3,4,0,4953,4,4
74,88,4342,218,25,37,69,39,24,84
17,171,7,1249,2,2,4,3333,151,64
589,31,76,4,2,30,4218,29,14,7
143,1025,402,159,1142,126,1037,145,436,385
0,1305,71,12,62,4,4,1,3538,3
7,81,5,19,33,24,4248,8,558,17
0,3,4,4968,4,0,11,8,2,0
24,445,17,61,451,154,166,168,3491,23
5,1,0,4767,2,3,6,2,0,214
0,5,1,4957,3,2,10,15,2,5
71,6,2,4810,34,2,12,15,15,33
54,0,5,4,68,4,1300,3537,20,8
12,6,4090,4,3,14,23,216,615,17
3,15,213,4,10,2,32,4714,2,5
165,73,177,75,189,179,69,3510,70,493
0,0,2,2,1,6,16,0,4969,4
218,221,214,226,230,209,222,1645,1596,219
15,221,13,1618,1657,584,31,35,618,208
78,36,32,89,37,26,79,4565,33,25
1335,1310,497,79,70,62,172,56,1230,189
1,0,0,13,3,0,12,1,0,4970
4,56,2,3089,1193,432,192,22,7,3
2559,128,137,137,365,146,128,328,125,947
