"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
86,27,13,26,7,75,30,4123,533,80
6,2372,2269,13,17,24,7,1,290,1
2,0,596,2,0,0,0,23,4377,0
49,1025,141,19,158,16,2967,160,60,405
13,2,334,293,4,1,2166,2,2184,1
10,4590,12,10,44,34,71,3,216,10
113,2197,7,2119,17,110,277,5,115,40
26,63,192,81,3357,19,20,1205,17,20
5,202,2,575,3,4127,74,7,3,2
32,3504,9,1212,6,21,191,6,9,10
5,232,5,4741,3,1,1,1,5,6
1,2,436,1,1222,3310,4,2,9,13
33,11,83,4568,13,14,75,89,32,82
14,86,39,36,2,5,6,11,15,4786
38,1018,22,420,16,370,56,25,158,2877
64,3878,74,62,69,63,174,59,74,483
22,2967,137,1087,429,17,135,14,57,135
173,64,189,1362,514,520,161,1360,185,472
13,86,71,7,10,16,80,11,4484,222
1,59,184,1268,3,13,23,3436,13,0
2585,897,49,121,157,354,47,314,335,141
26,200,28,24,10,192,209,31,4259,21
34,10,7,20,11,97,4599,14,2,206
28,517,3,1,13,209,0,215,1,4013
15,32,4798,14,38,23,12,11,18,39
146,119,108,983,2627,346,321,118,103,129
95,25,89,34,1959,30,1973,719,39,37
55,165,1098,147,411,67,127,2810,62,58
1,2697,970,0,996,1,328,5,2,0
4342,13,3,13,10,5,2,605,4,3
