"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
517,69,468,68,174,24,17,31,66,3566
1054,433,1,2979,40,377,21,22,60,13
39,5,4639,4,7,3,1,4,208,90
67,3,3,0,1289,11,1,23,0,3603
163,60,6,4,3034,1105,20,53,159,396
4645,85,201,16,2,32,5,7,7,0
27,1,29,1,4,41,4886,7,0,4
45,3,2,2,4,2090,10,743,4,2097
0,1,3580,75,0,3,1333,0,1,7
3583,10,0,1351,5,29,12,3,1,6
551,1,14,0,8,0,4420,1,5,0
1,1,11,3,1,0,4384,592,7,0
722,1982,14,733,694,36,13,38,748,20
36,731,34,9,2048,36,17,30,32,2027
327,121,2339,909,116,331,108,324,297,128
178,60,1438,540,73,553,1447,189,489,33
1,4655,238,27,16,0,1,3,24,35
0,82,94,83,6,0,4727,5,1,2
101,1683,22,610,1660,223,34,24,616,27
454,191,9,9,8,5,3759,11,24,530
444,28,59,486,3365,178,162,55,161,62
33,98,17,40,25,7,95,4664,9,12
4728,7,9,6,10,6,7,3,197,27
6,38,2,0,4949,5,0,0,0,0
14,170,21,1007,61,44,3,2561,1098,21
38,3,99,2118,103,4,255,2087,253,40
1,1,230,0,0,2,0,4734,29,3
0,1,2,19,30,4940,1,0,2,5
10,6,11,2,4270,38,625,5,10,23
1,0,13,0,233,2,0,3,2,4746
