"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
36,277,636,249,31,90,99,1749,1808,25
125,351,2521,975,122,150,146,138,141,331
16,11,104,270,50,2107,269,19,40,2114
1,1212,2,18,11,443,4,3302,4,3
211,1747,90,100,93,73,666,99,1828,93
119,2204,320,35,2101,12,47,16,102,44
159,162,150,167,157,164,130,165,3328,418
1271,169,480,33,474,1262,1255,28,4,24
1,1,1,2,0,0,4442,3,6,544
191,544,521,238,554,207,173,573,545,1454
35,34,7,20,748,2010,47,38,46,2015
72,77,203,85,69,80,75,70,69,4200
2,7,2,0,1,4983,1,0,3,1
0,249,1,81,0,4662,0,3,2,2
2708,14,1,353,1,16,149,1052,356,350
4,2501,2,3,3,2476,1,3,2,5
2,29,0,26,1,2,4897,1,0,42
2229,297,124,119,828,106,113,112,292,780
48,364,144,54,135,361,1033,46,2687,128
4953,2,1,3,29,3,4,1,1,3
25,32,2,31,8,11,1,4,0,4886
15,14,31,6,49,35,4799,3,24,24
51,49,1000,43,997,45,54,48,2668,45
9,0,3,1,33,4935,2,4,1,12
3376,60,429,469,60,10,76,57,436,27
25,87,25,3975,197,27,29,576,25,34
1274,504,487,1350,492,26,24,466,192,185
572,1530,208,1481,210,179,185,223,211,201
350,986,128,135,2710,137,126,139,133,156
17,3141,13,15,19,1125,56,45,154,415
