"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,1,0,0,0,0,1,0,4994,3
1290,0,0,2,0,1,1,3693,12,1
0,1,2,0,2430,0,1,10,2556,0
28,65,181,64,172,3593,175,29,507,186
21,9,38,13,9,4721,91,69,10,19
114,2323,2289,2,47,99,15,101,7,3
4,4,4,4,6,3,25,4854,88,8
32,7,28,15,14,4762,82,39,8,13
1,1249,1,1,447,0,3,1,3285,12
11,12,285,2265,11,804,767,21,20,804
20,66,3622,18,61,29,470,69,472,173
12,4,3,1,4904,11,26,4,32,3
1332,1,0,3,2,0,2,64,3589,7
154,416,45,57,65,57,149,1050,2939,68
12,15,8,8,8,12,202,4172,555,8
173,75,52,66,196,55,456,187,184,3556
1330,182,51,63,1359,1315,65,69,497,69
4,4,6,1,1,232,86,4661,3,2
35,13,12,90,4579,25,105,31,18,92
315,351,314,301,336,922,323,321,953,864
2809,145,55,57,42,139,990,343,370,50
7,318,18,9,24,9,2274,37,2183,121
1,1,4988,0,0,0,5,1,3,1
506,520,524,483,509,463,470,516,509,500
108,0,2213,17,2,14,314,2283,49,0
103,250,98,92,87,79,658,1682,1722,229
14,111,4,5,11,1,749,2040,40,2025
103,46,36,2207,97,30,43,2124,41,273
44,12,7,33,4876,3,4,13,2,6
1996,97,94,109,97,108,296,110,1983,110
