"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1122,54,45,53,58,50,3076,425,62,55
4203,0,26,1,1,555,181,32,0,1
1,31,576,6,6,197,17,4164,1,1
3485,65,20,21,74,173,469,176,21,496
4,4824,5,5,6,2,96,38,7,13
483,490,460,508,493,467,509,525,536,529
408,150,147,132,171,152,3124,414,151,151
76,463,72,62,3491,53,60,469,185,69
296,328,325,320,287,327,287,2263,305,262
10,20,58,66,0,1,3503,11,66,1265
34,34,4325,27,187,90,33,220,23,27
0,381,0,12,3036,1,2,1102,19,447
10,4,3,10,5,1,95,39,1,4832
19,40,48,2325,36,16,2354,30,21,111
376,2866,1011,133,47,166,4,37,3,357
11,12,9,4102,16,28,530,82,197,13
49,32,2035,1933,25,696,46,41,107,36
155,185,167,188,155,168,168,3488,157,169
514,517,497,502,490,512,488,480,494,506
2091,287,115,42,98,105,93,105,34,2030
65,81,541,69,64,69,182,3802,63,64
2,1,2,1,0,1,0,4,4988,1
9,479,513,3588,23,63,171,62,25,67
5,19,1033,1,9,5,7,2856,9,1056
0,0,4941,3,6,1,11,1,5,32
0,6,6,289,7,2135,2257,3,8,289
3666,2,27,0,0,1,9,1289,4,2
132,906,313,115,323,919,325,900,128,939
0,1,1,776,2114,31,0,6,2034,37
440,452,460,1122,474,408,399,392,402,451
