"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
64,3,1,88,5,0,1,1,1,0,2,76,3,12,1,2,79,1,0,0,599,13,3,1,2,2,1,4038,0,1
2115,2059,37,269,33,0,3,2,0,0,8,7,5,10,2,0,2,27,36,47,1,1,15,16,293,0,10,0,0,2
2,22,62,3801,1,1,1,1,1,5,1,36,206,0,9,5,1,22,11,2,190,2,84,2,0,9,2,520,1,0
0,0,168,20,61,0,3206,0,0,15,4,8,48,1,69,0,3,56,1,1174,0,152,10,0,1,0,0,2,0,1
3059,169,2,21,2,2,54,5,5,2,27,8,15,21,151,165,22,6,11,1,4,1,21,18,1,46,1123,11,1,26
4,1,3238,5,0,0,1,1,0,0,5,2,11,3,1240,457,2,1,1,0,0,1,22,1,0,0,3,1,0,0
134,50,329,150,53,7,6,18,7,19,137,130,154,377,4,14,22,9,3,14,24,126,53,9,2738,9,48,342,8,6
0,1874,0,0,95,0,0,0,0,0,0,1,101,715,7,0,0,0,35,0,0,9,96,1892,30,0,31,1,0,113
0,1,0,22,57,1,8,0,0,3201,1,18,1,1,1154,175,7,170,1,160,0,1,9,2,0,0,8,1,0,1
0,357,0,48,348,0,9,2,0,26,338,43,0,0,139,0,2,2631,2,1,17,3,1031,2,0,0,1,0,0,0
0,3,0,2,0,1,0,10,0,11,2,1,1,2,1,1,503,5,0,509,1,8,0,1,4,1,1,35,0,3897
2136,0,3,102,0,1,1,0,0,0,273,2,1,0,2,1,8,0,0,2151,8,0,18,0,279,1,13,0,0,0
1,0,0,1,3,0,2,0,0,2,2,2,551,1,21,1,83,9,1,3,1,27,0,0,4014,202,2,0,2,69
2,223,1,28,5,2,10,32,1,10,26,232,244,14,18,90,8,1663,13,15,24,17,1681,85,28,234,36,16,0,242
1,6,0,6,40,0,1,14,0,3,2,1,3,3,2434,1,16,8,8,3,2,2,2427,6,5,5,1,1,0,1
1,404,3103,3,0,0,3,21,0,0,0,1097,0,155,0,0,0,0,2,1,2,7,177,2,0,0,5,6,0,11
0,1,0,422,1166,0,0,16,0,2,24,3,179,3030,0,0,13,0,0,1,57,59,1,1,2,19,3,1,0,0
0,14,1,43,0,0,0,46,0,10,1938,749,2112,3,0,3,3,4,0,7,0,1,0,5,0,1,2,38,0,20
0,76,82,0,2,0,0,0,0,8,2,4367,21,4,218,7,3,33,3,36,5,19,2,6,0,5,12,88,0,1
1,0,70,1,0,0,1,66,1,529,3,69,6,3701,0,0,497,1,35,0,2,9,0,0,0,0,1,1,2,4
165,10,0,404,0,0,0,0,0,0,8,0,0,48,2,0,51,0,0,1,0,1,3,2877,397,0,1011,3,3,16
10,0,1546,1,0,0,0,3,0,0,6,60,1,1,0,0,566,1546,0,2,6,609,557,1,3,0,75,6,1,0
0,1,5,39,812,1,0,14,0,17,111,2,29,0,821,5,106,1,2,11,2,3,799,14,3,1,5,2194,1,1
56,1134,0,1,1,1,0,0,1,1,1,162,8,9,1,1,395,0,0,4,3,0,3162,0,5,0,1,1,0,52
35,3,23,5,1,2,939,4,1,3,6,1,4,0,1,8,3,331,14,9,838,2387,3,2,341,7,4,3,4,18
2,12,44,2,36,1,119,798,0,18,759,37,256,18,0,16,4,122,45,306,29,10,1,97,2,110,19,2133,4,0
0,10,1,1,21,2,1,430,2,21,2,13,0,172,66,1,1256,0,3,1263,144,8,155,69,66,59,1224,8,0,2
105,13,8,18,34,0,0,121,1,2,293,3,1,2,0,2283,841,11,15,104,7,778,1,328,5,7,2,16,0,1
1,1,112,0,1,0,63,1,1,41,42,16,2255,3,40,2,3,2316,7,39,2,13,22,6,2,4,0,3,2,2
0,8,3,3,186,0,1,1,0,0,1383,2,0,196,176,0,0,1413,0,1,0,0,0,208,0,3,13,1403,0,0
635,1788,81,2,33,0,1780,0,0,1,39,0,1,0,3,0,0,619,0,3,0,1,1,0,6,4,1,1,0,1
16,84,2161,11,294,1,28,3,2,765,6,4,1,6,7,2,48,2,39,744,9,16,282,289,0,17,42,4,1,116
0,2,27,25,4,0,20,1299,0,1,5,1353,68,530,20,11,7,8,16,6,58,1379,75,5,4,64,5,7,1,0
1,4601,13,0,9,3,26,11,0,2,3,4,0,1,0,1,1,73,1,4,1,4,10,1,0,214,11,4,1,0
472,4,1,7,23,0,2,3,2,16,1,0,15,510,1,3,0,1,71,173,1,4,11,11,3530,7,53,76,1,1
1,1,2,0,1,0,3441,0,1,0,0,0,2,159,1318,1,0,1,61,2,1,0,1,2,1,0,3,1,0,0
1,4,5,10,6,1,2,3,1,3,57,2,8,472,26,3,3,10,5,488,3511,59,183,5,70,1,60,0,1,0
