"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
438,64,2,64,6,0,1,1,0,49,0,5,170,1,0,2,23,1,3341,3,167,5,1,465,4,18,147,22,0,0
3,2,1,2206,296,0,0,1,0,0,14,1,0,0,35,7,0,2087,0,0,3,1,1,4,0,333,0,3,0,2
601,1522,6,11,73,0,4,3,2,3,1,1,217,5,1,61,207,0,0,0,1652,14,1,3,1,16,590,5,0,0
0,11,47,21,1,0,1,12,0,1,0,5,1,1,0,4,0,10,1,1,1,58,0,42,0,23,4,1315,0,3440
23,2,0,2,1,1,0,7,2,0,2144,17,340,2359,0,3,1,1,3,1,4,5,0,0,1,39,44,0,0,0
149,67,9,22,19,11,154,2845,5,9,12,390,42,46,129,7,50,4,50,18,133,370,47,9,137,52,27,18,6,163
1,122,6,3,10,1,319,110,5,3,5,20,17,0,2341,17,41,340,311,871,20,6,44,2,359,12,8,3,1,2
537,33,13,0,68,0,2,5,1,7,0,0,0,3,1413,12,0,2,6,0,10,1434,0,28,0,0,1418,8,0,0
53,6,0,0,163,1,58,29,1,2,2,7,6,5,12,2975,0,124,1,53,415,8,0,1066,3,2,0,8,0,0
435,0,0,1,0,0,3,0,0,1,1,0,73,1160,0,0,4,0,443,1258,0,0,419,0,0,10,1189,2,0,1
1,8,6,63,189,3,2,15,2,22,9,12,3,9,476,2,188,71,456,10,1530,3,189,15,10,208,64,6,2,1426
6,1,0,13,28,0,1,8,0,1,141,1,1,21,5,423,8,2898,2,2,0,1066,18,4,66,157,69,1,0,59
0,3,13,212,31,0,0,3,1,10,0,539,6,1,1,2,3979,7,0,2,36,73,1,0,2,74,1,0,1,2
0,0,1,0,0,0,2,23,1,1,5,1640,0,0,1,6,0,0,1653,1650,4,3,0,2,1,1,1,0,1,4
3,16,0,37,123,1,3,2123,0,110,7,3,1,5,14,2,2106,6,1,1,116,5,1,0,19,33,259,3,1,1
2,487,26,20,83,1,1,0,0,169,1,12,7,1,2,10,1,22,3590,7,2,39,6,3,10,9,468,21,0,0
124,2265,1,0,39,1,2,48,0,2,0,10,6,1,20,45,3,4,1,5,2,0,2276,14,6,105,1,5,0,14
2,100,1924,0,2,3,5,1,0,0,0,2,9,0,1,0,13,1,782,2,103,2033,0,1,0,3,1,12,0,0
216,0,0,591,0,0,3,215,0,1,30,28,1,555,4,1485,24,2,1,83,4,550,576,32,1,575,0,22,0,1
114,20,2,1,8,2,11,17,1,4,3,1,13,2,6,2371,15,1,7,6,16,2316,1,6,5,37,9,2,2,1
0,0,52,14,18,2,2,0,1,0,3,22,882,1,127,3,5,332,0,115,7,18,15,16,6,7,2435,914,3,0
0,0,6,0,0,0,1,1,0,36,1,1,0,13,37,731,789,1,0,759,2,287,271,0,0,4,0,12,0,2048
2,27,2,180,515,0,8,194,0,1,2,0,11,2,0,3,3927,8,3,77,7,2,0,3,2,1,8,4,0,11
954,53,19,0,1037,0,0,1,0,1,2767,4,19,7,1,17,0,0,0,18,5,23,7,6,6,51,0,3,1,0
1,2,26,71,169,0,14,0,0,6,1,151,10,3603,0,2,69,1,2,62,173,2,74,3,0,535,20,3,0,0
2021,9,712,1,2,1,1,2,0,6,2,93,1,4,61,2,2,0,14,6,3,2,0,0,4,0,0,3,0,2048
80,0,1916,1,4,0,0,3,0,0,94,664,2,0,0,41,0,31,3,1856,264,9,2,9,7,11,2,1,0,0
20,73,12,2,30,0,3597,1,1,4,469,24,0,1,5,21,8,454,0,2,29,58,0,0,3,0,166,18,1,1
1913,2,249,13,6,1,1982,8,0,14,0,3,2,3,673,15,28,6,3,2,8,40,1,0,0,3,14,4,0,7
6,23,7,5,18,0,2,1,0,6,0,73,11,0,2,3418,30,2,1,0,66,27,1280,4,8,1,0,5,0,4
43,39,99,25,800,1,131,6,1,781,0,5,1,13,44,49,16,1,135,817,2,15,2,2,3,832,5,805,0,327
1,97,17,270,36,0,19,3,0,246,3,99,259,5,3,7,3,75,4,2,3,0,3,27,11,1916,28,1859,3,1
1,1,966,0,2530,0,8,0,0,5,9,0,0,0,1,0,59,0,0,36,10,315,0,17,4,52,0,1,1,984
507,1478,19,1486,0,0,9,1,1,2,22,9,12,1,2,1,0,198,25,492,8,2,0,23,4,479,6,13,1,199
19,24,7,47,15,2,145,2575,7,17,149,10,44,1006,148,5,146,9,8,18,3,4,5,41,118,20,45,330,7,26
1136,1,0,3,3,1,2,4,0,141,0,1,5,14,6,65,10,5,50,423,2,33,0,0,4,4,12,3073,2,0
3,6,16,6,1,0,343,12,0,0,139,1,1,351,9,4,1,1,2,4,131,54,1057,1,2780,8,0,23,1,45
1017,2,146,0,350,1,3,1087,0,5,1039,13,15,6,1,28,53,5,419,0,5,5,5,2,30,4,378,380,1,0
1372,12,2,74,1,2,5,2,0,24,33,5,23,1347,59,10,203,199,32,8,9,64,4,548,8,211,9,215,4,515
0,43,1,1,15,2,2104,786,0,3,0,2,26,2,2,1,254,1,0,727,257,25,741,3,0,1,0,3,0,0
1239,1,0,1,3,0,0,1,0,3285,0,0,6,5,10,0,4,422,0,0,1,13,4,0,1,1,2,0,1,0
95,10,6,0,39,1,28,0,0,1,1,1,7,1,6,40,3,0,12,711,9,2,1,2,1,6,2072,1,1,1943
1209,0,0,0,54,1,5,0,0,4,9,2,3,0,2,16,0,3298,1,0,75,144,1,0,0,3,0,1,0,172
2,24,72,10,11,0,4024,76,0,25,2,2,1,1,1,12,1,204,3,79,5,3,3,219,9,4,202,4,0,1
1666,2,90,27,5,2,1,4,2,11,14,226,3,12,31,2,9,1799,12,4,639,42,1,98,18,3,13,32,1,231
6,5,1803,2,27,1,0,0,1,81,82,4,2,27,37,4,75,243,1837,0,16,27,0,705,0,0,2,6,0,7
17,3,3,4,5,0,130,1,0,11,0,0,0,4,27,3,1026,1,2665,50,0,4,1,21,0,1,2,1021,0,0
0,11,2,1,2,1,23,24,0,57,13,1324,29,1,56,1283,63,170,8,64,1299,59,438,0,1,5,3,2,1,60
699,2026,6,1,1,0,20,5,0,13,29,3,7,104,22,5,755,102,7,35,5,7,1,744,39,5,120,238,0,1
1477,9,0,1,2,0,38,2,0,2,189,2,9,82,2,6,1,6,12,1558,9,3,217,581,77,522,3,1,0,189
