"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,94,868,1,2156,0,5,49,1,1,2,4,810,837,2,2,3,3,11,9,0,0,5,18,2,52,9,45,4,7
4442,11,14,1,1,2,27,3,0,4,9,8,86,10,216,3,2,6,26,4,3,1,1,13,5,67,31,1,2,1
4,2080,0,16,2,1,5,44,0,109,3,2,1,262,2,2122,7,1,3,6,2,2,1,12,293,2,2,14,0,2
2,290,799,3,15,0,5,766,4,2,731,2,40,2,273,285,5,0,2,3,1,5,2,2,2,258,3,717,4,777
0,5,9,1,10,0,35,10,0,0,5,1,0,23,172,2,66,0,3810,9,4,9,497,69,190,5,64,1,2,1
0,7,1467,1,10,0,30,1480,0,198,5,2,1,8,1,27,10,9,5,28,10,1459,1,23,1,1,3,0,0,213
0,28,1546,1,1,0,1525,0,0,0,1551,24,0,10,1,11,0,207,7,5,0,1,1,2,0,0,0,78,1,0
0,0,7,1118,4,0,4,1,0,405,0,420,1097,11,0,144,23,170,3,0,53,10,0,0,1,434,3,1068,0,24
0,47,52,0,1,0,0,1,1,3,5,950,5,38,3,4,929,51,58,2439,1,45,1,1,1,3,1,357,2,1
5,2,4,3,2,0,55,0,0,0,4,0,3,2,0,0,2,63,9,0,0,3162,2,441,20,1164,0,2,0,55
1,73,0,8,7,1,62,30,2,7,503,2,4,22,8,4,9,1349,1296,5,7,2,60,8,0,27,178,61,0,1264
42,255,13,0,2,1,41,5,2,2,14,0,1,5,3,15,1936,0,0,1913,1,0,93,1,650,1,1,1,1,1
1,3,0,1,1,1,3,105,0,2,1,0,3,2,43,2075,2,792,7,15,0,4,1,802,1,48,35,282,1,769
1,2,5,3,6,1,0,3279,1,1,2,1257,2,1,1,1,9,176,21,0,7,10,0,23,1,7,0,182,1,0
245,2,198,654,13,3,8,1732,7,83,13,87,16,78,657,86,638,0,10,4,29,33,7,4,233,86,39,31,1,3
44,26,1,14,1,2,0,4,0,30,1,622,4,215,4,0,0,2,7,12,0,1,87,1671,0,8,2,571,4,1667
0,0,3,1443,3,0,1510,1500,0,1,24,1,3,0,0,75,4,29,0,3,0,1,205,1,1,0,191,0,0,2
1,12,10,2,5,0,409,16,0,4,399,9,2,9,8,0,21,0,1018,1,2848,1,157,8,7,2,7,42,1,1
12,10,1,6,13,0,2,1,0,37,1,7,1,1,1,29,11,0,12,6,3,0,0,1,2,4618,221,1,3,0
75,28,3558,13,10,1,3,11,0,0,173,157,9,7,0,145,1,25,7,21,0,168,8,489,2,21,66,2,0,0
2,6,14,14,0,1,0,638,0,11,4,1842,10,4,1,1,0,3,2,83,85,278,4,1871,32,1,2,1,3,87
3059,0,4,42,3,0,428,57,0,1,3,0,10,2,16,1163,5,0,3,0,5,19,17,1,0,5,2,4,0,151
4,2,3,3,1,1,3,1,0,35,106,0,3,135,7,9,6,119,2285,0,2270,3,0,1,0,0,2,1,0,0
410,6,418,2,6,0,0,1,1,3021,1,2,0,0,0,0,2,0,1,0,1125,0,0,2,0,2,0,0,0,0
1869,233,1923,0,0,0,0,0,1,1,1,3,671,1,0,0,1,13,6,6,1,0,1,0,1,14,1,1,0,252
0,3,18,2,2958,0,2,0,0,15,1,9,20,1,1059,143,146,14,18,4,0,2,5,2,2,51,391,1,1,132
25,0,26,3,7,0,0,1,0,0,1,80,1,3,197,1,12,169,0,7,199,3674,17,200,191,0,0,184,1,1
17,38,5,1,271,1,26,8,3,35,105,5,10,13,11,30,13,30,6,16,33,17,1,294,3,5,2008,1993,0,2
0,2,971,5,4,0,39,1,1,5,4,4,4,0,0,2519,2,12,4,106,1,5,967,0,5,2,0,335,1,1
0,0,3261,14,0,0,21,0,0,1,0,153,1,2,1,3,6,0,164,0,72,2,0,1235,6,1,2,55,0,0
0,3,2,4,1,0,0,3263,1,8,187,26,43,149,20,1,0,7,4,1205,1,2,1,29,2,0,19,21,0,1
0,1,3,0,2,1,73,0,0,1193,0,1,1,4,0,0,0,1237,6,0,1224,0,0,4,9,4,1236,1,0,0
2,1,11,3453,2,0,3,0,0,3,0,1,3,150,0,28,21,8,0,17,5,7,0,3,0,9,0,3,0,1270
3,146,2,2,2,1,4,1,0,0,1,5,3,1,399,7,1042,19,59,1,3,135,10,4,3,2749,1,4,2,391
1,473,429,1,169,1,5,49,0,3,3,3,0,0,3,156,3368,1,61,0,0,161,3,54,2,0,1,0,1,52
6,3552,0,13,4,1,3,4,0,4,1,505,1,2,2,13,0,0,8,68,32,192,503,5,66,3,0,11,1,0
0,0,1,2,0,0,200,0,0,5,1,2,2,34,0,2,9,2,2,0,2,0,552,3987,0,28,86,3,0,80
1,4,199,18,2,4,4171,0,0,9,0,187,220,2,6,2,3,11,72,5,2,3,4,1,6,28,5,33,2,0
0,110,0,4,0,1,2483,3,0,1,1,127,23,2,13,920,1,5,934,3,0,12,2,8,4,328,2,10,3,0
2490,10,315,0,3,0,0,3,2,0,4,1,3,1,0,0,10,128,347,2,0,875,0,7,109,0,17,356,0,317
1551,24,12,1528,1,1,573,11,1,569,11,0,2,0,12,216,4,230,6,1,3,0,0,4,5,229,0,5,1,0
0,1,7,1,0,0,2,873,0,0,10,2460,35,341,2,9,0,847,8,38,0,0,2,0,18,3,13,329,1,0
785,301,819,2,4,1,18,20,0,110,15,3,4,2,90,30,2,2,8,311,4,1,2117,311,5,2,12,15,5,1
0,1,2,21,54,2,6,14,0,122,3048,44,1088,6,1,1,17,2,10,1,6,3,7,354,19,7,3,157,3,1
0,0,0,1,159,0,20,1,0,4,64,0,1,0,1,3170,1,1,0,3,2,0,1175,59,1,170,160,5,1,1
0,12,1,1,0,0,8,4,0,3,403,1,450,7,0,0,0,6,422,6,3,6,165,21,0,167,0,3314,0,0
40,0,0,17,16,0,2011,3,0,0,13,0,4,2,2,10,0,3,0,757,95,2,0,0,14,6,3,2002,0,0
