V37,V20,V24,V9
0,0,0,1
0,0,0,1
2,4,3,0
0,0,1,1
0,1,2,0
1,0,0,0
1,0,0,0
0,0,1,0
1,0,0,0
0,0,1,0
0,0,0,0
1,0,1,1
0,1,0,0
1,0,1,1
0,0,0,1
1,0,0,0
0,0,1,0
0,0,0,1
0,1,0,3
5,8,5,3
1,3,3,1
0,0,1,0
3,2,1,2
0,0,0,1
0,0,0,1
0,0,0,0
0,1,2,2
0,0,0,1
0,0,1,0
0,1,1,0
0,0,2,0
0,0,0,0
1,0,1,1
0,1,0,0
0,1,1,2
0,0,0,0
0,0,1,3
0,0,0,0
0,0,0,0
0,1,0,1
0,1,0,0
0,0,0,0
4,6,2,4
0,1,0,0
0,0,1,0
0,0,0,0
0,0,0,0
0,0,1,0
0,1,0,0
1,2,1,1
0,1,1,0
0,0,0,0
0,0,0,0
1,0,0,1
0,3,1,2
2,1,2,1
0,1,1,0
1,1,0,0
0,0,0,1
0,1,0,1
2,0,0,1
0,1,0,0
2,3,5,3
0,0,0,1
0,0,1,0
1,0,0,0
0,1,0,0
0,0,1,0
1,1,1,0
0,0,0,0
1,1,0,0
1,1,0,0
0,1,0,0
0,0,0,0
0,1,0,0
0,0,0,0
0,0,1,0
0,0,0,0
1,0,0,0
0,2,0,0
