V7,V96,V82
648,0,1
2,1,1
1,0,0
16,0,1
63,0,0
3,0,2
12,0,0
0,0,0
313,0,5
37,0,1
5,0,20
0,0,0
18,0,1
343,0,2
135,0,126
2,1,2
11,2,7
5,0,0
6,0,0
5,0,0
2,0,247
0,0,1117
40,0,0
2,0,0
6,0,3
80,0,4
12,0,1
147,0,53
0,0,0
10,0,0
0,0,0
25,0,0
0,0,3
0,0,0
0,0,133
13,0,1
33,0,0
3,0,0
0,0,0
1,0,0
0,0,0
47,1,7
11,0,0
56,0,0
11,0,0
229,1,1
2,1,0
667,0,3
287,0,0
1646,3,1640
3,0,0
7,0,0
40,0,1
102,1,0
1,0,2
4,0,1
5,0,2
94,0,0
1,0,0
5,0,137
3,0,3
2,0,0
2,0,1
21,0,0
2,0,1
37,0,2
0,0,3
5,0,11
11,0,0
2,0,1
0,0,2
8,0,0
63,0,9
0,0,346
1,1,3
1,0,0
7,0,0
87,2,1
28,0,32
3,0,3
5,0,0
9,0,0
591,0,0
0,0,72
6,0,4
0,0,0
17,0,0
9,0,0
4,0,108
1,0,1
0,1,6
0,1,0
5,0,0
0,0,71
14,0,370
93,0,7
21,0,7
0,1,1
5,0,154
0,0,1
5,1,0
1,0,210
56,0,0
3,0,2
819,2,0
11,0,0
7,0,1
3,0,1
14,0,0
149,1,49
70,0,3
1,0,1
0,0,1
2,0,0
439,0,174
17,0,0
7,0,1
4,0,0
70,0,0
0,0,1
