V14,V39,V10
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,10
0,0,0
0,0,67
0,0,0
0,0,0
0,0,0
0,0,0
34,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1273,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
26,0,0
0,1,5
0,0,0
3294,66,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
227,0,1
0,0,0
0,0,0
245,0,0
0,0,0
0,0,0
1344,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
0,0,0
0,1,0
4895,0,103
0,0,0
0,0,0
0,0,0
0,0,0
