"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.38729315306241,0.169250276414307,0.32582703899505,0.158854683238009,0.229422933964267,0.202639915955536,0.403723656047515,0.0400215950396056,0,0.106457165444312
0.169250276414307,1.29121743837053,0,0,0,0.346462621298249,-0.396801383520396,0,0,-0.0188771551517321
0.32582703899505,0,1.09817225998445,-0.0182005215070994,0,0,0,0,0,0.0581778239778874
0.158854683238009,0,-0.0182005215070994,1.19480345384652,-0.126865272024626,0.219190049563315,0.00018239890832666,0.315354344856246,-0.0510380698606143,-0.139058432262918
0.229422933964267,0,0,-0.126865272024626,1.08618842443871,0.101213993939863,0,0.0127638709119051,0.0674320791865597,0.0309996697425509
0.202639915955536,0.346462621298249,0,0.219190049563315,0.101213993939863,1.1757379851505,0,0.0452153203667852,0,0.102820852952952
0.403723656047515,-0.396801383520396,0,0.00018239890832666,0,0,1.3041989627188,0,0,0
0.0400215950396056,0,0,0.315354344856246,0.0127638709119051,0.0452153203667852,0,1.13988503991622,0.182740471567842,-0.17049991498994
0,0,0,-0.0510380698606143,0.0674320791865597,0,0,0.182740471567842,1.04368696484082,0.0308493041200066
0.106457165444312,-0.0188771551517321,0.0581778239778874,-0.139058432262918,0.0309996697425509,0.102820852952952,0,-0.17049991498994,0.0308493041200066,1.06556342238229
