"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,1,0,4918,0,0,80,0,0,1
0,0,0,0,0,0,0,0,0,5000
5000,0,0,0,0,0,0,0,0,0
4999,0,0,0,1,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
4,90,0,0,4889,15,0,1,1,0
0,5000,0,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
2,33,0,1,1,3,1,95,4864,0
0,0,0,0,5000,0,0,0,0,0
1,2,0,12,1,0,2540,2,0,2442
0,0,0,0,0,4969,0,17,14,0
5,84,3,4742,3,1,17,3,107,35
0,5000,0,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,4999,0,0,0,0,0,1,0,0
0,0,0,5000,0,0,0,0,0,0
1,11,3,0,0,0,0,0,4984,1
0,0,0,25,0,0,4969,6,0,0
0,5000,0,0,0,0,0,0,0,0
3,0,3,15,4965,2,0,0,0,12
0,0,0,0,0,0,0,0,0,5000
0,0,0,3,0,4992,0,3,1,1
0,631,5,4359,0,0,5,0,0,0
278,97,332,20,834,2271,291,857,1,19
0,0,0,0,0,0,5000,0,0,0
0,0,231,0,0,16,0,4721,17,15
0,0,0,43,0,0,0,0,0,4957
0,0,0,0,4906,0,0,94,0,0
