"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2,2,4,2492,0,0,2498,0,2,0
0,0,3686,0,0,0,1313,0,1,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,4958,0,1,0,38,3
0,1,566,0,2,4180,0,218,3,30
0,1318,14,1,3654,0,10,1,2,0
0,2,6,0,21,1,4970,0,0,0
0,0,0,2,0,0,0,31,3673,1294
1,3,9,3,1353,12,9,21,3568,21
0,0,0,5000,0,0,0,0,0,0
2,1,0,22,0,1292,0,185,13,3485
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
287,263,43,2126,800,40,781,281,93,286
0,4765,0,0,0,0,0,0,235,0
0,0,0,0,0,5000,0,0,0,0
3,221,0,0,0,0,4776,0,0,0
0,0,0,0,4880,0,0,91,0,29
4752,0,0,0,0,37,1,9,201,0
0,4986,0,0,0,0,0,0,0,14
13,99,1,4622,9,194,29,1,32,0
0,0,0,577,0,0,0,4395,0,28
1,0,957,936,4,20,8,348,75,2651
0,0,0,4750,0,0,0,0,250,0
0,0,0,0,0,5000,0,0,0,0
4,587,23,4209,72,7,8,10,3,77
0,0,0,615,0,0,0,0,7,4378
0,5000,0,0,0,0,0,0,0,0
