"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
6,0,386,0,2,3050,0,1141,414,1
138,434,58,456,5,16,3262,167,455,9
0,0,0,0,0,5,0,0,4995,0
0,0,0,0,0,0,0,0,0,5000
0,1,21,0,1,2,4972,2,1,0
1,0,77,2,63,1284,5,3,7,3558
1103,140,3146,2,416,3,5,169,10,6
0,0,0,593,0,0,4407,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,5000,0,0,0,0,0,0,0
2,0,1323,0,8,0,5,0,3,3659
0,0,0,0,4999,0,0,1,0,0
0,5000,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,4960,0,0
1,1349,24,0,0,1,1,0,0,3624
16,6,86,3,79,31,244,4448,83,4
11,0,79,0,0,0,4910,0,0,0
4998,0,1,0,0,0,0,1,0,0
0,5000,0,0,0,0,0,0,0,0
28,5,1312,9,1,1,2,3618,23,1
1296,2,0,4,2,68,0,3628,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,5000,0,0,0,0,0,0,0,0
3,0,0,0,4993,0,0,0,4,0
79,72,194,12,5,5,34,2,238,4359
39,2,1,2428,1,1,0,2528,0,0
229,672,300,94,1927,682,102,226,85,683
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,0,5000,0
