"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,4967,0,0,0,33,0,0
504,1,0,4,0,0,218,3749,524,0
0,0,14,4626,238,5,0,85,1,31
0,0,0,4999,0,0,0,1,0,0
0,1,0,4995,0,0,0,1,3,0
1190,23,54,68,20,181,17,21,3367,59
0,0,5000,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
111,0,0,0,0,0,2410,0,0,2479
0,0,0,0,4966,0,0,0,34,0
0,0,5000,0,0,0,0,0,0,0
0,13,9,22,84,0,1,4260,611,0
0,0,3692,0,0,0,2,1306,0,0
8,3656,201,440,460,11,3,9,9,203
0,0,0,5000,0,0,0,0,0,0
1,0,0,1,0,0,0,0,4998,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,1,2,0,3,0,0,1,37,4956
2334,883,107,323,19,326,861,18,11,118
0,5000,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,4999,0
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,1,0,0,6,4993,0,0
0,0,1326,0,0,0,0,0,0,3674
0,0,0,575,3,0,0,0,0,4422
