"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,1,670,0,1818,2,628,1879,0,1
1192,0,0,0,0,0,453,3330,0,25
0,0,0,0,6,0,0,0,4994,0
0,0,0,0,0,0,5000,0,0,0
0,2,0,3,0,0,0,8,1283,3704
0,0,1,0,0,0,0,0,4999,0
2,88,10,4,8,0,2,4864,19,3
2354,0,3,3,3,1,2343,1,1,291
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,0,0,5000,0
3,0,0,0,0,0,48,0,0,4949
0,0,0,0,0,0,4996,0,4,0
624,0,0,4298,78,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,5000,0,0
107,737,40,105,114,757,765,36,2071,268
0,0,0,0,0,0,0,0,5000,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,5,0,0,4995,0,0,0
0,0,0,0,0,0,0,0,5000,0
108,5,5,13,308,7,105,2254,3,2192
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,26,4974,0,0
0,0,0,5000,0,0,0,0,0,0
0,18,0,0,0,0,0,0,4982,0
0,263,0,4737,0,0,0,0,0,0
0,0,0,0,0,4995,2,0,3,0
0,235,0,0,4764,1,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,5000,0,0,0
