"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,1,1,0,0,0,99,0,4899
0,4959,23,0,0,0,4,0,0,14
80,5,517,30,7,1491,58,1405,1401,6
80,422,3403,54,65,35,441,181,136,183
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,1,0,0,0,0,0,0,1,4998
0,0,5000,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
15,0,1,14,1,0,0,3,4966,0
0,0,5000,0,0,0,0,0,0,0
4,80,1319,0,1,0,1,3588,3,4
11,22,627,1607,1595,196,226,84,556,76
1,4370,0,0,0,621,3,1,0,4
0,0,0,0,0,0,0,0,0,5000
0,0,0,1,0,0,0,4,0,4995
0,4737,0,0,0,0,0,0,0,263
0,5000,0,0,0,0,0,0,0,0
0,1,4824,0,0,0,2,91,82,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
10,1309,23,26,23,27,3533,18,4,27
0,35,0,0,0,4965,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
231,4243,3,202,209,2,6,69,33,2
0,0,1335,3657,5,3,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
4,0,0,0,0,4996,0,0,0,0
3537,0,0,83,26,1331,5,18,0,0
0,0,4997,0,0,0,0,3,0,0
